id,name_vi,reason,detail
1106217,Kẹo vừng viên,khong khop du nguong,"en='Sesame candy' gan nhat='Candy, NFS' score=0.50"
1106219,Mứt lạc,khong khop du nguong,"en='Peanut sugar (Jam)' gan nhat='Peanut butter, lower sugar' score=0.54"
1106220,Cary bột,khong khop du nguong,en='Cari powder' gan nhat='Baobab powder' score=0.47
1106221,Gừng khô (bột),khong khop du nguong,"en='Ginger root dried' gan nhat='Mango, dried' score=0.36"
1106225,"Nghệ khô, bột",khong khop du nguong,"en='Turmeric rhizome, dried' gan nhat='Litchis, dried' score=0.35"
1106227,ớt khô bột,khong khop du nguong,"en='Red pepper, dried powder' gan nhat='Egg, white, dried, powder, stabilized, glucose reduced' score=0.38"
1106228,Riềng,khong khop du nguong,"en='Alpinia root' gan nhat='Wasabi, root, raw' score=0.44"
1106230,Mắm tôm đặc,khong khop du nguong,"en='Shrimp sauce, concentrate' gan nhat='Shrimp with lobster sauce' score=0.56"
1106232,Mắm tép chua,khong khop du nguong,en='River shrimp (small) sauce' gan nhat='Shrimp with lobster sauce' score=0.47
1106233,Nước mắm cá (loại đặc biệt),khong khop du nguong,en='Fish sauce (high quality)' gan nhat='Fish sauce' score=0.52
1106234,Nước mắm loại I,khong khop du nguong,"en='Fish sauce liquid, grade I' gan nhat='Fish sauce' score=0.51"
1106235,Nước mắm loại II,khong khop du nguong,en='Fish sauce liquid grade II' gan nhat='Fish sauce' score=0.51
1106237,Nước mắm cô,khong khop du nguong,en='Fish sauce dried' gan nhat='Fish sauce' score=0.69
1106238,Tương ngô,khong khop du nguong,en='Soybean sauce with rice and maize' gan nhat='Beef and rice with cream sauce' score=0.43
1106239,Tương nếp,khong khop du nguong,en='Soybean sauce with glu- tinous rice' gan nhat='Beef and rice with mushroom sauce' score=0.38
1106242,Cô nhắc (cồn 32 g),khong khop du nguong,"en='Cognac (32% alcohol)' gan nhat='Beer, higher alcohol' score=0.40"
1106243,Cốc tain (cồn 13 g),khong khop du nguong,"en='Cocktail (13% alcohol)' gan nhat='Cocktail, NFS' score=0.52"
1106244,Coca cola,khong khop du nguong,"en='Coca Cola' gan nhat='Beverages, The COCA-COLA company, Minute Maid, Lemonade' score=0.57"
1106246,Nước dừa non tươi,khong khop du nguong,"en='Water from immature coconut' gan nhat='Nuts, coconut water (liquid from coconuts)' score=0.53"
1106248,Nước khoáng,khong khop du nguong,"en='Mineral water' gan nhat='Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,' score=0.55"
1106250,"Rượu cam, chanh (cồn 24,2 g)",khong khop du nguong,"en='Liqueur orange, citron' gan nhat='Orange, raw' score=0.37"
1106251,Rượu nếp (80g/ 24 ml) (cồn 5 g),khong khop du nguong,"en='Rice glutinous Vodka' gan nhat='Rice, white, cooked, glutinous' score=0.59"
1106252,Rượu trắng (cồn 39 g),khong khop du nguong,en='Vodka (39% alcohol)' gan nhat='Vodka' score=0.50
1106253,"Rượu vang đỏ (cồn 9,5 g)",khong khop du nguong,"en='Red wine (9.5% alcohol)' gan nhat='Wine, red' score=0.60"
1106256,"Rượu Whisky (cồn 35,2 g)",khong khop du nguong,en='Whisky liqueur (35.2% alcohol)' gan nhat='Liqueur' score=0.35
1106257,Bánh bao chiên có nhân,khong khop du nguong,"en='Filled steamed bread, fried' gan nhat='Bread, dough, fried' score=0.46"
1106258,Bánh bèo,khong khop du nguong,en='Bloating Fern-shaped cake' gan nhat='Bean cake' score=0.27
1106259,Bánh bột lọc,khong khop du nguong,en='Rice dumpling cake' gan nhat='Rice cake' score=0.67
1106260,Bánh chay,khong khop du nguong,"en='Stuffed sticky rice balls, large' gan nhat='Stuffed tomato, with rice and meat' score=0.39"
1106261,Bánh chín tầng mây,NIN khong co name_en,
1106262,Bánh chưng,khong khop du nguong,en='Stuffed sticky rice cake' gan nhat='Rice cake' score=0.51
1106264,Bánh cốm,khong khop du nguong,en='Young rice cake' gan nhat='Rice cake' score=0.68
1106265,Bánh cuốn nóng nhân thịt,khong khop du nguong,"en='Stuffed pancake, with pork' gan nhat='Pork, chop, stuffed' score=0.53"
1106266,Bánh dẻo nhân thập cẩm,khong khop du nguong,"en='Sticky rice cake (filled with preserved fruit and meat)' gan nhat='Stuffed pepper, with rice and meat' score=0.31"
1106267,Bánh dẻo nhân trứng,khong khop du nguong,en='Sticky rice cake (filled with egg)' gan nhat='Rice cake' score=0.41
1106268,Bánh đúc nguội,khong khop du nguong,"en='Plain rice flan; rice cake made of rice flour, and lime water' gan nhat='Pastry, Chinese, made with rice flour' score=0.37"
1106269,Bánh đúc nóng,khong khop du nguong,"en='Plain rice flan; rice cake made of rice flour, and lime water, hot' gan nhat='Pastry, Chinese, made with rice flour' score=0.34"
1106270,Bánh gai,khong khop du nguong,en='Stuffed sticky rice cake with ramie leaves' gan nhat='Grape leaves stuffed with rice' score=0.46
1106271,Bánh gio,khong khop du nguong,en='Sticky rice cake with ash water' gan nhat='Rice cake' score=0.41
1106272,Bánh giò,khong khop du nguong,"en='Pyramidal rice dump- ling (filled with meat, onion, mushroom), meat pie' gan nhat='Chiles rellenos, filled with meat and cheese' score=0.26"
1106273,Bánh khoai,khong khop du nguong,"en='Cake made of sweet potato meal (mixed with rice flour' gan nhat='Bread, gluten-free, white, made with potato extract, rice starch, and rice flour' score=0.42"
1106274,Bánh khoái,khong khop du nguong,"en='Plain rice flan' gan nhat='Cereal, rice crispy, plain' score=0.53"
1106275,Bánh khoai sọ chiên,khong khop du nguong,"en='Taro cake, fried' gan nhat='Pickles, fried' score=0.36"
1106276,Bánh khúc,khong khop du nguong,"en='Cake made of glutinous rice mixed with everlasting gnaphalium leaves (filled with green bean paste and sprinkled with grains of cooked glutinous rice)' gan nhat='Pastry, made with bean paste and salted egg yolk filling, baked' score=0.22"
1106277,Bánh mè,khong khop du nguong,"en='Bread with egg and sesame seed, fried' gan nhat='Bread, egg' score=0.40"
1106278,Bánh mì xíu mại,khong khop du nguong,"en='Bread with egg and beef' gan nhat='Bread, egg' score=0.65"
1106279,Bánh mỳ patê,khong khop du nguong,"en='Bread with pate' gan nhat='Bread, wheat' score=0.49"
1106280,Bánh nếp,khong khop du nguong,en='Sticky rice cake' gan nhat='Rice cake' score=0.68
1106281,Bánh nướng nhân thập cẩm,khong khop du nguong,"en='Pie filled with various fruit and meat' gan nhat='Pie, fried pies, fruit' score=0.39"
1106282,Bánh nướng nhân trứng đỗ xanh,khong khop du nguong,"en='Pie filled with egg and mungbean' gan nhat='Turnover, filled with egg, meat and cheese, frozen' score=0.42"
1106283,"Bánh phu thê (su sê, xu xuê)",khong khop du nguong,"en='Yellow-coloured wedding pastry' gan nhat='Yellow rice, cooked, NS as to fat' score=0.28"
1106284,Bánh rán bọc đường,khong khop du nguong,"en='Rice cake, fried with sugar' gan nhat='Rice, fried, NFS' score=0.52"
1106285,Bánh tẻ,khong khop du nguong,"en='Rice cake,, filled with meat' gan nhat='Rice cake' score=0.50"
1106286,Bánh tôm,khong khop du nguong,"en='Crisp shrimp pastry' gan nhat='Shrimp, NFS' score=0.38"
1106287,Bánh trôi,khong khop du nguong,"en='Stuffed sticky rice balls' gan nhat='Stuffed tomato, with rice, meatless' score=0.46"
1106288,Bún bò Nam bộ,khong khop du nguong,"en='Vermicelli noodles with beef, southern style' gan nhat='Beef and noodles with gravy' score=0.46"
1106289,Bún chả,khong khop du nguong,"en='Vermicelli noodles with grilled pork' gan nhat='Pork chow mein or chop suey, no noodles' score=0.36"
1106290,Bún cua,khong khop du nguong,"en='Vermicelli noodles with fresh water crab' gan nhat='Rice noodles, cooked' score=0.27"
1106291,Bún đậu,khong khop du nguong,"en='Vermicelli noodles with tofu, dried' gan nhat='Tofu, dried-frozen (koyadofu)' score=0.40"
1106292,Bún dọc mùng,khong khop du nguong,en='Vermicelli noodles with giant elephant ear stem' gan nhat='Macaroni or noodles with cheese' score=0.21
1106293,Bún nem,khong khop du nguong,"en='Vermicelli noodles with pork rolls' gan nhat='Egg rolls, pork, refrigerated, heated' score=0.38"
1106294,Bún ốc,khong khop du nguong,"en='Vermicelli noodles with snail' gan nhat='Rice noodles, cooked' score=0.34"
1106295,Caramen,khong khop du nguong,"en='Caramel cake' gan nhat='Crab, cake' score=0.49"
1106296,Cháo lòng,khong khop du nguong,"en='Pig’s tripes soup' gan nhat='Soup, NFS' score=0.33"
1106297,Cháo sườn,khong khop du nguong,"en='Rice soup with pork rips' gan nhat='Soup, rice' score=0.48"
1106298,Cháo trai,khong khop du nguong,"en='Rice soup with clams' gan nhat='Soup, rice' score=0.63"
1106299,Chè bưởi,khong khop du nguong,"en='Sweets gruel with pomelo flavor' gan nhat='Pate, truffle flavor' score=0.26"
1106300,Chè chuối,khong khop du nguong,"en='Sweets gruel with banana' gan nhat='Banana, raw' score=0.34"
1106301,Chè cốm,khong khop du nguong,en='Sweets gruel with young rice' gan nhat='Gumbo with rice' score=0.29
1106302,Chè đỗ đen,khong khop du nguong,"en='Sweets gruel with black bean' gan nhat='Black beans, NFS' score=0.27"
1106303,Chè đỗ đỏ,khong khop du nguong,"en='Sweets gruel with red bean' gan nhat='Pears, raw, red anjou' score=0.27"
1106304,Chè đỗ xanh,khong khop du nguong,"en='Sweets gruel with mungbean' gan nhat='Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough' score=0.00"
1106305,Chè hạt sen,khong khop du nguong,"en='Sweets gruel with lotus seed' gan nhat='Seeds, lotus seeds, raw' score=0.30"
1106306,Chè khoai sọ,khong khop du nguong,"en='Sweets gruel with taro' gan nhat='Taro, raw' score=0.32"
1106307,Chè ngô cốm,khong khop du nguong,"en='Sweets gruel with corn and young rice seeds' gan nhat='Cowpeas, young pods with seeds, raw' score=0.32"
1106308,Chè sắn,khong khop du nguong,"en='Sweets gruel with Kudzu root' gan nhat='Soft drink, root beer' score=0.25"
1106309,Chè Thái,khong khop du nguong,"en='Sweets gruel, Thailand style' gan nhat='Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough' score=0.00"
1106311,Gà tần,khong khop du nguong,"en='Stewed chicken with medicinal herbs' gan nhat='Chicken wing, stewed' score=0.46"
1106312,Miến lươn,khong khop du nguong,"en='Vermicelli made of cassava, with eels' gan nhat='Vermicelli, made from soy' score=0.46"
1106313,Miến ngan,khong khop du nguong,"en='Vermicelli made of cassava, with goose meat' gan nhat='Vermicelli, made from soybeans' score=0.40"
1106315,Mỳ xào,khong khop du nguong,"en='Instant noodle, fried with vegetable and meat' gan nhat='Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion' score=0.44"
1106316,Nem lụi,khong khop du nguong,"en='Roll pork meat, grilled' gan nhat='Pork, roll' score=0.50"
1106317,Nem rán,khong khop du nguong,"en='Spring roll, fried' gan nhat='Roll with meat and/or shrimp, vegetables and rice paper, not fried' score=0.40"
1106318,Nộm tai lợn,khong khop du nguong,en='Pork ear salad' gan nhat='Ham or pork salad' score=0.60
1106319,Phở bò chín,khong khop du nguong,"en='Rice noodle with beef, cooked' gan nhat='Beef and rice with gravy' score=0.54"
1106320,Phở bò tái,khong khop du nguong,"en='Rice noodle with beef, rare' gan nhat='Rice, fried, with beef' score=0.50"
1106321,Phở gà,khong khop du nguong,"en='Rice noodle with chicken' gan nhat='Rice, fried, with chicken' score=0.63"
1106322,Thịt xiên nướng,khong khop du nguong,"en='Pork meat, grilled' gan nhat='Frankfurter, meat and poultry, cooked, grilled' score=0.53"
1106323,Xôi đỗ xanh,khong khop du nguong,"en='Sticky rice with mungbean, cooked' gan nhat='Rice, cooked, NFS' score=0.36"
1106324,Xôi gấc,khong khop du nguong,"en='Sticky rice with Gac fruit, cooked' gan nhat='Baby Toddler cereal, rice with fruit, dry' score=0.41"
1106325,Xôi lạc,khong khop du nguong,"en='Sticky rice with peanut, cooked' gan nhat='Cookie, peanut butter with rice cereal, no bake' score=0.46"
1106326,Xôi ngô,khong khop du nguong,"en='Sticky rice with corn, cooked' gan nhat='Rice, white, with corn, NS as to fat' score=0.53"
1106327,Xôi xéo,khong khop du nguong,"en='Sticky rice with mungbean paste, cooked' gan nhat='Bean paste, sweetened' score=0.26"
