fdc_id,total_sugar_g,added_sugar_g
169896,92.7,
169897,39.0,
169898,19.0,
169899,10.6,
169900,20.74,
169901,7.74,
169902,0.0,
169903,0.0,
169904,7.5,
169905,0.0,
169906,0.0,
169910,13.66,
169911,8.12,
169913,8.1,
169914,7.89,
169917,8.5,
169918,9.14,
169920,8.31,
169921,7.42,
169922,29.68,
169923,29.68,
169924,15.49,
169925,9.9,
169926,7.82,
169927,52.2,
169928,8.39,
169929,4.81,
169930,10.27,
169934,41.74,
169935,16.99,
169936,9.7,
169938,12.1,
169939,15.2,
169940,15.16,
169941,12.53,
169944,16.9,
169946,21.1,
169947,9.98,
169948,43.6,
169949,9.92,
169950,10.1,
169951,14.22,
169952,15.35,
169953,1.39,
169954,1.34,
169956,1.37,
169957,4.13,
169960,0.63,
169961,3.26,
169962,2.21,
169963,1.88,
169964,2.6,
169965,3.22,
169966,5.51,
169967,1.39,
169968,1.35,
169969,1.47,
169970,1.47,
169971,1.74,
169972,2.03,
169973,2.08,
169974,2.9,
169975,3.2,
169976,2.79,
169977,3.83,
169978,3.32,
169979,1.41,
169983,4.76,
169984,4.08,
169985,1.7,
169986,1.91,
169988,1.34,
169989,2.37,
169991,1.1,
169992,0.7,
169993,8.73,
169994,1.85,
169996,0.57,
169997,0.87,
169998,6.26,
169999,4.54,
170000,4.24,
170001,4.73,
170002,37.41,
170003,2.2,
170005,2.33,
170006,3.91,
170007,2.18,
170008,5.02,
170009,4.8,
170010,4.0,
170011,3.99,
170013,2.99,
170016,5.0,
170017,4.4,
170018,4.36,
170021,3.77,
170024,2.17,
170025,3.0,
170026,0.82,
170027,0.62,
170028,1.15,
170029,1.29,
170030,1.08,
170033,1.7,
170034,1.4,
170036,1.49,
170037,1.41,
170039,3.47,
170041,3.37,
170042,1.74,
170044,0.27,
170047,0.28,
170048,0.27,
170050,2.49,
170051,2.55,
170052,3.52,
170054,3.56,
170055,5.77,
170058,2.99,
170060,2.35,
170061,0.81,
170062,1.07,
170063,2.84,
170065,2.41,
170066,4.8,
170067,2.46,
170068,0.2,
170071,0.5,
170072,0.49,
170073,1.8,
170079,0.7,
170080,2.14,
170083,15.4,
170084,5.74,
170088,27.25,
170090,2.97,
170091,0.3,
170092,1.79,
170093,1.18,
170097,3.84,
170098,2.4,
170099,2.87,
170100,4.73,
170101,2.9,
170102,5.93,
170103,3.2,
170104,4.16,
170105,4.4,
170106,5.3,
170107,3.32,
170108,4.2,
170109,3.19,
170110,4.39,
170111,1.18,
170112,1.7,
170113,1.4,
170114,0.91,
170118,0.28,
170119,2.4,
170120,0.69,
170122,1.83,
170123,0.33,
170124,0.51,
170125,2.59,
170126,2.48,
170127,3.3,
170130,1.97,
170131,2.21,
170133,5.48,
170134,6.48,
170137,2.49,
170138,2.55,
170139,0.53,
170140,0.75,
170141,0.95,
170142,3.12,
170143,2.5,
170148,1.5,
170150,0.3,
170155,10.54,
170159,4.55,
170160,36.25,
170162,5.91,
170169,6.23,
170171,51.5,
170172,3.34,
170174,2.61,
170181,3.9,
170182,3.97,
170184,7.66,
170186,1.1,
170187,2.61,
170189,0.49,
170190,10.6,
170193,0.0,
170198,0.0,
170200,0.0,
170201,0.0,
170203,0.0,
170204,0.1,
170205,0.0,
170206,0.0,
170207,0.0,
170208,0.0,
170209,0.0,
170210,0.0,
170211,0.0,
170212,0.0,
170213,0.0,
170214,0.0,
170215,0.0,
170216,0.0,
170217,0.0,
170219,0.0,
170222,0.0,
170223,0.0,
170224,0.0,
170225,0.0,
170226,0.0,
170227,0.0,
170228,0.0,
170229,0.0,
170230,0.0,
170231,0.0,
170232,0.0,
170233,0.0,
170234,0.0,
170235,0.0,
170236,0.0,
170237,0.0,
170238,0.0,
170239,0.0,
170240,0.0,
170244,2.76,
170249,2.21,
170250,0.88,
170253,0.22,
170254,0.85,
170255,14.57,
170257,80.33,
170258,5.1,
170259,1.52,
170270,6.35,
170271,47.9,
170272,36.71,
170274,46.14,
170275,40.33,
170277,68.03,
170278,48.33,
170279,68.18,
170280,42.0,
170281,78.57,
170282,36.16,
170284,0.8,
170285,0.28,
170287,0.1,
170288,0.64,
170290,0.64,
170291,2.17,
170292,1.63,
170293,4.16,
170294,4.67,
170295,3.64,
170296,3.53,
170297,3.67,
170298,3.0,
170299,1.93,
170300,12.19,
170301,3.8,
170302,3.88,
170303,1.24,
170304,0.54,
170305,4.77,
170306,6.06,
170307,3.19,
170308,3.19,
170309,2.99,
170310,3.41,
170311,3.41,
170312,3.61,
170313,3.61,
170314,2.99,
170315,3.18,
170316,1.93,
170317,3.57,
170318,3.4,
170319,3.67,
170320,6.22,
170321,5.13,
170327,0.51,
170328,5.6,
170329,4.49,
170330,3.53,
170331,3.02,
170332,0.9,
170333,1.57,
170336,2.17,
170337,1.63,
170338,0.0,
170339,4.04,
170340,13.54,
170341,0.0,
170343,0.0,
170346,0.0,
170347,0.0,
170350,0.0,
170353,0.0,
170355,11.68,
170356,0.0,
170357,0.0,
170358,0.0,
170359,0.0,
170360,0.0,
170362,5.0,
170363,4.71,
170365,2.82,
170366,3.02,
170367,3.32,
170368,3.08,
170369,2.79,
170370,3.65,
170371,3.42,
170372,1.82,
170373,3.71,
170375,0.5,
170376,0.6,
170379,1.7,
170380,1.47,
170381,0.38,
170382,0.62,
170383,2.2,
170384,3.55,
170388,2.27,
170390,1.18,
170391,0.83,
170392,1.06,
170393,4.74,
170394,3.45,
170395,2.46,
170396,2.48,
170397,2.08,
170398,2.22,
170399,1.05,
170400,1.6,
170401,1.1,
170402,1.66,
170403,1.89,
170405,2.01,
170406,0.46,
170407,0.4,
170409,4.15,
170411,2.9,
170412,3.81,
170413,2.9,
170415,5.1,
170416,0.85,
170417,4.8,
170418,4.82,
170419,5.67,
170420,5.93,
170421,3.2,
170426,3.12,
170427,2.4,
170428,3.19,
170430,2.48,
170431,0.39,
170433,1.6,
170434,1.53,
170435,1.43,
170436,0.21,
170437,0.29,
170438,0.91,
170440,0.89,
170445,3.36,
170446,1.61,
170451,0.2,
170452,0.31,
170456,4.0,
170457,2.63,
170458,2.58,
170459,12.18,
170460,4.83,
170461,43.9,
170462,7.36,
170465,3.8,
170466,0.53,
170469,0.75,
170472,3.12,
170473,2.78,
170475,1.18,
170480,11.05,
170487,2.2,
170488,2.59,
170489,2.2,
170490,3.3,
170491,3.91,
170492,6.59,
170493,1.48,
170494,1.85,
170495,3.1,
170496,0.65,
170497,5.1,
170499,7.87,
170501,4.4,
170503,1.41,
170504,0.32,
170506,0.25,
170507,2.9,
170508,4.8,
170509,3.99,
170510,4.82,
170512,2.83,
170513,4.36,
170514,3.77,
170515,4.39,
170517,2.48,
170518,1.6,
170520,0.89,
170523,0.2,
170526,2.08,
170527,3.3,
170528,3.95,
170529,2.9,
170531,0.43,
170532,2.33,
170533,1.5,
170534,1.71,
170535,1.69,
170537,4.9,
170538,2.93,
170541,5.74,
170543,0.49,
170545,2.58,
170546,4.83,
170547,2.99,
170548,1.73,
170549,1.18,
170551,0.49,
170556,1.4,
170557,1.29,
170562,2.62,
170563,2.73,
170564,3.11,
170568,4.63,
170569,2.33,
170571,5.01,
170572,5.01,
170577,36.75,
170581,4.34,
170582,3.49,
170583,4.89,
170585,5.0,
170586,4.45,
170587,4.15,
170591,3.59,
170594,3.57,
170598,0.0,
170599,0.0,
170600,0.0,
170601,0.0,
170602,0.0,
170603,0.0,
170604,2.7,
170605,0.0,
170608,0.0,
170609,0.0,
170610,0.0,
170611,0.0,
170612,0.0,
170613,0.0,
170614,0.0,
170615,0.0,
170616,0.0,
170617,0.0,
170618,0.0,
170621,0.0,
170623,0.0,
170626,0.0,
170627,0.0,
170628,0.0,
170629,0.0,
170630,0.0,
170631,0.0,
170632,0.0,
170633,0.0,
170634,0.0,
170635,0.0,
170636,0.0,
170637,0.0,
170638,0.0,
170639,0.0,
170640,0.0,
170641,0.0,
170642,0.0,
170643,0.0,
170645,43.4,
170649,0.22,
170656,62.5,
170658,45.95,
170659,6.3,
170669,53.57,
170671,6.35,
170675,4.03,
170676,57.69,
170677,0.27,
170678,50.0,
170679,0.0,
170680,40.32,
170681,60.0,
170682,1.69,
170686,0.9,
170687,2.6,
170688,0.41,
170689,0.9,
170690,4.88,
170691,5.24,
170692,5.11,
170693,4.88,
170694,5.95,
170695,3.84,
170696,3.18,
170697,5.43,
170698,0.3,
170699,0.5,
170700,11.67,
170701,3.83,
170702,6.76,
170703,7.24,
170704,5.87,
170705,6.06,
170706,3.09,
170707,3.54,
170708,4.98,
170709,4.98,
170710,3.67,
170711,3.09,
170712,3.54,
170713,3.0,
170714,5.09,
170715,4.85,
170716,7.26,
170717,6.03,
170718,0.08,
170719,4.91,
170720,3.97,
170721,0.21,
170726,0.4,
170727,4.22,
170728,4.11,
170729,3.52,
170730,3.61,
170731,0.0,
170732,1.3,
170734,1.73,
170735,2.1,
170737,0.0,
170738,0.0,
170750,0.0,
170751,0.0,
170752,4.68,
170753,4.99,
170754,0.0,
170755,0.0,
170756,0.0,
170757,0.0,
170760,5.1,
170762,3.22,
170763,1.57,
170764,1.3,
170765,1.88,
170766,3.92,
170767,3.82,
170768,2.62,
170769,2.72,
170771,5.43,
170772,4.5,
170773,2.9,
170774,2.9,
170775,12.68,
170776,2.62,
170777,2.48,
170778,1.53,
170779,5.02,
170780,7.62,
170781,4.03,
170782,7.53,
170783,0.0,
170785,2.48,
170786,1.53,
170787,2.57,
170788,1.11,
170789,1.11,
170790,3.64,
170791,3.84,
170792,7.12,
170793,3.72,
170794,0.55,
170795,0.49,
170796,0.0,
170797,0.0,
170798,0.0,
170799,0.0,
170800,0.0,
170801,0.0,
170802,0.0,
170803,0.0,
170804,0.0,
170805,0.0,
170806,0.0,
170807,0.0,
170808,0.0,
170809,0.0,
170810,0.0,
170811,0.0,
170812,0.0,
170813,0.0,
170814,0.0,
170815,0.0,
170816,0.0,
170817,0.0,
170818,0.0,
170819,0.0,
170820,0.0,
170821,0.0,
170822,0.0,
170823,0.0,
170824,0.0,
170825,0.0,
170826,0.0,
170827,0.0,
170828,0.0,
170829,0.0,
170830,0.0,
170831,0.0,
170832,0.0,
170833,0.0,
170834,0.0,
170835,0.0,
170836,0.0,
170837,0.0,
170838,0.0,
170839,0.0,
170840,0.0,
170841,0.0,
170842,0.0,
170843,1.55,
170844,0.5,
170845,0.0,
170846,1.01,
170847,1.13,
170848,0.11,
170849,0.57,
170850,0.56,
170851,0.27,
170853,2.26,
170854,0.62,
170855,1.23,
170857,3.67,
170858,2.96,
170859,2.92,
170860,8.0,
170862,4.74,
170863,5.26,
170865,52.54,
170866,17.13,
170867,16.07,
170868,23.05,
170869,6.63,
170871,5.26,
170872,5.2,
170874,5.36,
170875,4.46,
170876,38.42,
170877,51.98,
170878,11.35,
170879,9.54,
170880,9.55,
170881,9.94,
170883,20.85,
170884,17.75,
170885,5.12,
170886,7.04,
170887,7.68,
170888,13.8,
170889,18.64,
170890,22.06,
170892,2.64,
170893,0.07,
170894,3.24,
170895,0.0,
170896,7.06,
170897,1.33,
170898,0.0,
170899,0.27,
170900,2.24,
170901,11.27,
170902,9.54,
170903,3.56,
170904,4.61,
170905,12.0,
170906,5.88,
170907,9.54,
170908,21.0,
170910,7.29,
170911,10.67,
170915,10.41,
170920,0.67,
170921,7.27,
170923,2.25,
170926,3.39,
170929,6.79,
170931,0.64,
170939,2.01,
170940,4.13,
170941,2.33,
170942,1.4,
170943,7.34,
170944,13.34,
170945,13.64,
170946,10.97,
170947,9.25,
170948,8.72,
170949,10.81,
170950,10.61,
170951,4.35,
170952,11.6,
170953,8.41,
170954,10.73,
170955,7.79,
170956,12.76,
170957,13.93,
170958,8.83,
170959,10.7,
170960,10.03,
170964,26.66,
170965,6.68,
170966,11.1,
170967,11.1,
170969,4.85,
170970,2.24,
170972,13.0,
170974,16.7,
170975,24.2,
170976,17.89,
170977,17.89,
170978,10.39,
170979,9.15,
170982,10.28,
170983,12.6,
170984,10.6,
170985,9.0,
170986,3.2,
170987,11.46,
170988,34.18,
170989,1.17,
170990,11.46,
170991,11.74,
170992,33.0,
170993,7.18,
170994,6.8,
170995,7.14,
170996,7.17,
170997,7.61,
170998,19.29,
170999,15.0,
171000,26.67,
171001,12.5,
171002,4.2,
171003,6.8,
171004,10.3,
171005,17.68,
171006,8.32,
171007,21.87,
171008,17.31,
171009,0.57,
171010,0.48,
171011,0.0,
171012,0.0,
171013,0.0,
171014,0.0,
171015,0.0,
171016,0.0,
171017,0.0,
171018,0.0,
171019,10.77,
171020,15.95,
171021,28.45,
171022,8.32,
171023,4.55,
171024,0.0,
171025,0.0,
171026,0.0,
171027,0.0,
171028,0.0,
171029,0.0,
171030,0.0,
171031,0.0,
171032,0.0,
171034,18.33,
171037,5.38,
171038,0.0,
171039,0.0,
171040,0.0,
171041,0.0,
171042,0.0,
171043,15.84,
171044,23.39,
171045,8.82,
171046,17.75,
171050,0.0,
171051,0.0,
171052,0.0,
171053,0.0,
171054,0.0,
171055,0.0,
171060,0.0,
171061,0.0,
171062,0.0,
171064,0.0,
171067,0.0,
171069,0.0,
171070,0.0,
171071,0.0,
171072,0.0,
171073,0.0,
171075,0.0,
171076,0.0,
171077,0.0,
171078,0.0,
171081,0.07,
171082,0.0,
171083,0.0,
171084,0.0,
171085,0.0,
171086,0.0,
171087,0.0,
171088,0.06,
171089,0.0,
171090,0.1,
171091,0.0,
171092,0.0,
171094,0.0,
171095,0.0,
171096,0.1,
171097,0.0,
171098,0.05,
171099,0.0,
171101,0.0,
171107,0.0,
171108,0.0,
171109,0.0,
171110,0.0,
171111,2.04,
171114,0.0,
171115,1.94,
171116,0.0,
171117,0.0,
171118,0.0,
171119,0.0,
171120,0.0,
171121,0.0,
171122,0.03,
171123,0.02,
171124,0.4,
171125,0.09,
171126,0.12,
171127,0.12,
171128,0.0,
171129,0.1,
171130,0.01,
171131,0.0,
171132,0.03,
171133,0.0,
171134,0.0,
171135,0.0,
171136,0.05,
171137,0.0,
171138,0.1,
171139,0.0,
171140,0.0,
171141,2.49,
171142,3.0,
171145,0.87,
171146,0.54,
171147,1.93,
171148,0.38,
171149,1.26,
171150,5.09,
171151,1.67,
171152,2.7,
171153,1.5,
171155,0.4,
171156,2.28,
171158,1.44,
171161,3.13,
171162,0.67,
171163,0.89,
171164,1.64,
171165,4.65,
171166,17.51,
171167,14.1,
171171,3.26,
171173,24.73,
171176,4.03,
171177,1.98,
171178,2.12,
171180,0.57,
171185,1.25,
171186,15.11,
171187,15.65,
171188,10.48,
171190,1.25,
171191,0.42,
171192,4.91,
171193,0.0,
171194,0.0,
171195,0.0,
171196,0.0,
171197,0.0,
171198,0.0,
171199,0.0,
171200,0.0,
171201,0.0,
171202,0.0,
171203,0.0,
171204,0.0,
171205,0.0,
171206,0.0,
171207,0.0,
171208,0.0,
171209,0.0,
171210,0.0,
171211,0.0,
171212,0.0,
171213,0.0,
171214,0.0,
171215,0.0,
171216,0.0,
171217,0.0,
171218,0.0,
171219,0.0,
171220,0.0,
171221,0.0,
171222,0.0,
171223,0.0,
171224,0.0,
171225,0.0,
171226,0.0,
171227,0.0,
171228,0.0,
171229,0.0,
171230,0.0,
171231,0.0,
171232,0.0,
171233,0.0,
171234,0.0,
171235,0.0,
171236,0.0,
171237,0.0,
171238,0.0,
171239,0.0,
171241,2.22,
171242,0.36,
171243,0.49,
171244,1.9,
171245,1.12,
171246,3.19,
171247,0.07,
171248,0.31,
171249,0.73,
171251,0.0,
171252,5.59,
171254,7.32,
171255,4.13,
171256,0.16,
171257,3.41,
171258,8.05,
171259,4.68,
171261,11.38,
171263,7.77,
171265,5.05,
171267,5.06,
171269,5.09,
171270,5.02,
171272,52.19,
171274,49.0,
171275,54.4,
171276,10.04,
171277,9.66,
171278,4.45,
171279,6.89,
171281,73.45,
171282,5.14,
171283,74.46,
171284,4.66,
171285,19.05,
171287,0.37,
171288,0.0,
171289,6.24,
171290,2.26,
171291,5.59,
171292,0.26,
171293,19.46,
171294,21.05,
171295,0.0,
171296,7.61,
171297,11.0,
171298,11.4,
171299,11.63,
171300,11.23,
171301,9.21,
171302,6.67,
171303,8.39,
171304,4.0,
171305,10.8,
171306,21.26,
171307,18.46,
171308,3.33,
171325,2.43,
171331,1.8,
171332,7.76,
171334,1.48,
171335,0.38,
171336,11.5,
171337,11.5,
171338,6.98,
171339,10.97,
171340,14.28,
171341,13.0,
171342,8.66,
171345,12.96,
171346,12.96,
171347,7.36,
171349,9.49,
171351,11.0,
171352,9.59,
171353,10.58,
171354,8.26,
171357,8.46,
171358,13.2,
171359,26.66,
171360,11.67,
171361,26.66,
171362,8.85,
171363,8.85,
171367,11.09,
171368,24.2,
171370,3.08,
171371,24.9,
171372,12.5,
171373,16.98,
171375,10.62,
171376,11.89,
171377,12.0,
171379,11.5,
171380,12.2,
171381,10.9,
171382,13.1,
171383,6.7,
171384,52.97,
171385,5.0,
171386,5.0,
171387,1.53,
171388,42.0,
171389,11.5,
171390,7.64,
171391,6.76,
171392,3.6,
171393,4.2,
171394,7.34,
171395,6.69,
171396,6.66,
171397,7.19,
171398,0.0,
171399,55.0,
171400,0.0,
171401,0.0,
171402,15.18,
171403,10.02,
171404,16.86,
171405,9.16,
171406,6.0,
171408,6.0,
171409,15.18,
171410,0.0,
171411,0.0,
171412,0.0,
171413,0.0,
171414,17.43,
171415,0.0,
171417,2.5,
171420,16.45,
171421,0.0,
171422,0.0,
171423,0.0,
171424,0.0,
171425,0.0,
171426,0.0,
171427,0.0,
171428,0.0,
171429,0.0,
171430,0.0,
171434,0.0,
171435,0.0,
171436,0.0,
171437,0.0,
171438,0.0,
171439,0.0,
171440,0.0,
171441,0.0,
171443,0.0,
171444,6.67,
171445,0.0,
171447,0.0,
171448,0.0,
171449,0.0,
171450,0.0,
171451,0.0,
171452,0.0,
171455,0.0,
171456,0.0,
171457,0.0,
171460,0.0,
171463,0.0,
171464,0.0,
171466,0.0,
171467,0.0,
171468,0.0,
171469,0.0,
171472,0.0,
171473,0.0,
171474,0.0,
171475,0.0,
171477,0.0,
171478,0.0,
171479,0.0,
171480,0.07,
171481,0.0,
171482,0.1,
171483,0.0,
171484,0.0,
171485,0.0,
171486,0.0,
171487,0.0,
171488,0.1,
171489,0.0,
171490,0.05,
171491,0.0,
171494,0.0,
171496,0.0,
171497,0.05,
171498,0.0,
171505,0.0,
171506,0.0,
171507,0.0,
171508,2.1,
171509,0.0,
171512,0.0,
171513,0.0,
171514,0.0,
171515,0.37,
171516,0.53,
171517,0.0,
171518,0.0,
171519,0.0,
171520,0.11,
171521,0.02,
171522,0.02,
171523,0.04,
171524,0.7,
171525,0.1,
171526,0.05,
171527,0.0,
171528,0.0,
171529,0.0,
171530,0.0,
171531,0.1,
171532,0.0,
171533,0.0,
171534,0.0,
171535,0.0,
171536,0.0,
171537,0.72,
171538,0.0,
171539,2.06,
171540,1.35,
171541,3.73,
171542,0.35,
171543,0.0,
171544,0.6,
171545,0.23,
171546,1.01,
171547,0.38,
171548,0.0,
171550,2.17,
171551,2.72,
171552,3.64,
171554,6.52,
171555,1.91,
171557,5.9,
171559,1.56,
171560,16.71,
171561,14.51,
171562,17.36,
171563,0.0,
171564,0.21,
171566,0.3,
171568,0.21,
171571,1.9,
171575,18.8,
171579,6.33,
171580,1.92,
171581,6.33,
171582,2.6,
171583,0.55,
171584,10.26,
171587,8.11,
171588,9.23,
171589,23.9,
171590,7.6,
171591,3.97,
171592,3.19,
171593,0.27,
171594,2.15,
171595,13.33,
171596,1.42,
171597,5.5,
171598,0.01,
171599,0.52,
171602,0.39,
171603,5.4,
171604,2.55,
171605,2.55,
171606,0.09,
171607,1.72,
171608,10.0,
171609,0.13,
171610,10.03,
171611,0.84,
171612,1.68,
171613,14.47,
171614,1.99,
171615,1.96,
171617,2.35,
171618,1.29,
171619,1.33,
171620,0.0,
171621,0.0,
171622,2.98,
171623,1.51,
171624,2.98,
171625,1.21,
171626,0.0,
171627,5.0,
171628,0.0,
171630,0.0,
171631,1.19,
171632,0.0,
171633,2.7,
171634,2.85,
171635,0.0,
171636,0.0,
171637,1.97,
171638,3.47,
171639,4.24,
171640,0.0,
171641,21.0,
171642,44.32,
171643,44.2,
171644,33.36,
171645,34.28,
171646,19.8,
171649,43.36,
171650,32.9,
171651,0.0,
171652,53.6,
171653,21.43,
171654,0.57,
171655,0.12,
171656,1.51,
171657,0.03,
171658,0.56,
171659,0.76,
171660,0.4,
171661,1.5,
171662,0.46,
171663,28.87,
171664,25.33,
171665,1.6,
171667,0.42,
171668,0.08,
171669,1.37,
171670,0.64,
171671,0.12,
171672,0.09,
171673,0.09,
171674,16.63,
171675,0.27,
171676,0.25,
171677,0.08,
171678,18.44,
171679,21.62,
171680,20.26,
171681,29.97,
171683,18.71,
171684,29.36,
171685,20.43,
171687,4.5,
171688,10.39,
171689,10.1,
171691,57.19,
171692,13.32,
171694,10.1,
171695,9.39,
171696,14.67,
171697,9.24,
171698,4.79,
171699,19.87,
171704,12.79,
171705,0.66,
171706,0.3,
171707,2.42,
171708,67.15,
171709,19.7,
171710,10.67,
171711,9.96,
171713,6.89,
171714,11.0,
171715,3.98,
171716,22.17,
171718,9.02,
171719,12.82,
171722,4.27,
171723,72.56,
171724,62.28,
171726,63.35,
171743,0.0,
171744,0.0,
171745,0.0,
171746,0.0,
171747,0.0,
171748,0.0,
171749,0.0,
171750,0.0,
171751,0.0,
171752,0.0,
171753,0.0,
171754,0.0,
171755,0.0,
171756,0.0,
171757,0.0,
171758,0.0,
171759,0.0,
171760,0.0,
171761,0.0,
171762,0.0,
171763,0.0,
171764,0.0,
171765,0.0,
171766,0.0,
171767,0.0,
171768,0.0,
171769,0.0,
171770,0.0,
171771,0.0,
171772,0.0,
171773,0.0,
171774,0.0,
171775,0.0,
171776,0.0,
171777,0.0,
171778,0.0,
171779,0.0,
171780,0.0,
171781,0.0,
171782,0.0,
171783,0.0,
171784,0.0,
171785,0.0,
171786,0.0,
171787,0.0,
171788,0.0,
171789,0.0,
171790,0.0,
171791,0.0,
171792,0.0,
171793,0.0,
171794,0.0,
171795,0.0,
171796,0.0,
171797,0.0,
171798,0.0,
171799,0.0,
171800,0.0,
171801,0.0,
171802,0.0,
171803,0.0,
171804,0.0,
171805,0.0,
171806,0.0,
171807,0.0,
171808,0.0,
171809,0.0,
171810,0.0,
171811,0.0,
171812,0.0,
171813,0.0,
171814,0.0,
171815,0.0,
171816,0.0,
171817,0.0,
171818,0.0,
171819,0.0,
171820,0.0,
171821,0.34,
171822,0.85,
171823,30.54,
171824,3.5,
171825,9.82,
171826,4.25,
171827,38.37,
171828,35.29,
171829,30.95,
171830,23.49,
171831,13.2,
171832,0.99,
171833,8.98,
171834,0.99,
171835,35.8,
171836,30.9,
171837,41.1,
171838,12.0,
171839,29.71,
171840,38.73,
171841,41.18,
171842,31.36,
171843,0.0,
171844,2.72,
171845,3.55,
171846,10.43,
171847,45.16,
171848,11.11,
171849,14.11,
171850,2.63,
171851,2.86,
171852,8.66,
171853,10.53,
171854,12.9,
171855,9.41,
171856,0.0,
171857,49.0,
171858,40.99,
171859,42.31,
171860,46.68,
171861,9.53,
171862,6.87,
171863,2.98,
171864,4.2,
171865,32.14,
171866,25.0,
171867,21.16,
171868,37.5,
171869,8.8,
171870,0.0,
171871,10.6,
171873,8.44,
171874,7.81,
171875,3.97,
171876,0.0,
171877,3.91,
171878,5.0,
171880,10.67,
171881,0.0,
171882,3.31,
171883,6.87,
171884,11.67,
171885,0.93,
171886,37.65,
171888,9.49,
171889,0.0,
171890,0.0,
171891,0.0,
171892,0.0,
171893,0.0,
171894,0.0,
171895,13.12,
171896,0.25,
171898,54.3,
171899,11.4,
171900,10.4,
171901,0.22,
171903,11.87,
171904,4.59,
171905,12.66,
171906,0.0,
171907,0.0,
171908,3.8,
171909,12.0,
171910,0.0,
171911,0.0,
171912,28.63,
171913,8.13,
171914,11.29,
171915,2.5,
171916,13.06,
171917,0.0,
171919,0.0,
171920,0.0,
171921,10.7,
171923,0.0,
171925,0.62,
171926,0.0,
171935,10.93,
171936,0.0,
171937,12.26,
171938,0.0,
171940,4.5,
171941,9.36,
171942,5.28,
171943,12.99,
171944,5.0,
171945,12.11,
171946,0.0,
171947,10.69,
171952,0.0,
171954,0.0,
171955,0.0,
171956,0.0,
171964,0.0,
171965,0.0,
171966,0.0,
171970,0.8,
171971,0.0,
171972,0.0,
171976,0.0,
171977,0.0,
171978,0.62,
171980,1.23,
171981,0.0,
171983,0.0,
171986,0.0,
171990,0.0,
171994,0.0,
172001,0.0,
172006,0.0,
172011,0.0,
172012,2.05,
172013,4.42,
172014,0.56,
172015,1.61,
172017,0.54,
172018,0.49,
172019,0.49,
172020,1.1,
172021,0.92,
172022,0.92,
172023,1.66,
172024,0.65,
172025,2.2,
172026,0.0,
172027,0.3,
172028,0.95,
172029,1.74,
172030,1.97,
172031,1.59,
172032,1.98,
172033,2.13,
172034,1.49,
172035,9.89,
172037,0.1,
172039,1.73,
172040,3.37,
172041,3.21,
172042,2.67,
172043,4.09,
172044,3.69,
172045,3.91,
172046,3.3,
172047,4.02,
172048,3.76,
172049,3.74,
172050,3.66,
172051,3.13,
172052,2.82,
172053,1.95,
172054,3.04,
172055,3.73,
172056,7.9,
172057,11.23,
172058,9.56,
172059,11.23,
172060,7.9,
172061,19.49,
172062,25.32,
172063,2.57,
172064,0.93,
172065,4.23,
172066,3.49,
172067,3.7,
172068,1.57,
172069,2.18,
172070,1.97,
172071,1.43,
172073,2.14,
172075,12.83,
172076,4.03,
172077,9.89,
172078,0.63,
172079,17.98,
172080,3.52,
172081,4.5,
172082,3.6,
172083,3.61,
172084,3.26,
172085,21.19,
172086,3.46,
172087,10.83,
172088,0.0,
172089,2.6,
172090,3.8,
172091,3.17,
172094,0.95,
172095,3.88,
172096,3.39,
172097,1.87,
172098,1.1,
172099,2.91,
172100,4.0,
172102,1.36,
172103,1.67,
172104,5.57,
172105,5.96,
172106,2.54,
172107,7.73,
172108,7.6,
172109,8.81,
172110,1.84,
172111,0.72,
172112,1.27,
172113,4.09,
172114,3.11,
172115,0.0,
172116,0.0,
172117,0.0,
172118,0.0,
172119,0.0,
172120,0.0,
172121,0.0,
172122,0.0,
172123,0.0,
172124,0.0,
172125,0.0,
172126,0.0,
172127,0.0,
172128,0.0,
172129,0.0,
172130,0.0,
172131,0.0,
172132,0.0,
172133,0.0,
172134,0.0,
172135,0.0,
172136,0.0,
172137,0.0,
172138,0.0,
172139,0.0,
172140,0.0,
172141,0.0,
172142,0.0,
172143,0.0,
172144,0.0,
172145,0.0,
172146,0.0,
172147,0.0,
172148,0.0,
172149,0.0,
172150,0.0,
172151,0.0,
172152,0.0,
172153,0.0,
172154,0.0,
172155,0.0,
172156,0.0,
172157,0.0,
172158,0.0,
172159,0.0,
172160,0.0,
172161,0.0,
172162,0.0,
172163,0.0,
172164,0.0,
172165,0.0,
172166,0.0,
172167,0.0,
172168,0.0,
172169,0.0,
172170,0.0,
172171,0.0,
172172,0.0,
172173,0.0,
172174,0.0,
172175,0.5,
172176,0.51,
172177,0.45,
172178,0.46,
172179,2.67,
172180,2.38,
172181,1.85,
172182,4.0,
172183,0.71,
172184,0.56,
172185,0.31,
172186,0.37,
172187,1.39,
172188,0.56,
172189,0.93,
172190,0.94,
172191,0.4,
172195,51.98,
172196,52.19,
172197,2.17,
172198,23.67,
172200,0.19,
172201,4.63,
172202,0.25,
172203,0.25,
172204,5.4,
172205,5.06,
172206,1.5,
172207,5.48,
172208,14.97,
172209,6.7,
172210,6.4,
172211,7.2,
172212,5.0,
172213,16.0,
172214,58.01,
172215,0.55,
172216,0.56,
172217,5.05,
172218,2.9,
172219,13.8,
172220,7.5,
172221,14.97,
172223,2.32,
172225,4.88,
