dish_id,name_vi,region,serving_g,verified_by,note
VFR-342,Chả ốc nướng lá lốt,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=342). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-343,Lẩu nấm tiềm củ quả,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=343). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-344,Cháo lươn khoai môn đậu xanh,,750.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=344). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-350,Canh cua rau nhút,,750.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=350). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-355,Thịt ba rọi nướng lá chanh,,600.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=355). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-357,Canh nghêu mồng tơi,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=357). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-360,Bầu xào giò thủ,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=360). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-382,Ram hến,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=382). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-386,Đậu hũ nhồi nấm bào ngư,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=386). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-388,Cơm gạo lứt bí đỏ hấp,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=388). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-402,Cá hồi chiên xốt xoài,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=402). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-415,Miến trộn cua lột,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=415). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-425,Bún bò giò heo,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=425). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-429,Sụn heo xáo nghệ,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=429). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-445,Nem vuông chay,,80.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=445). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-456,Canh hến kim chi,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=456). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-458,Sakê bột chiên,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=458). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-460,Cá kèo chiên xốt chanh dây,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=460). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-468,Nụ bí bọc giò sống,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=468). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-477,Cá tẩm bột cay chiên giòn,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=477). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-480,Bún thịt heo xiên sả nướng,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=480). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-495,Cá hồi nướng mía,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=495). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-516,Cá cuộn Jambon chiên,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=516). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-522,Ruốc chiên lá quế,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=522). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-527,Gỏi gà sứa sả tắc,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=527). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-532,Kho quẹt chay,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=532). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-546,Hủ tiếu mực,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=546). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-557,Bò áp chảo bản gang,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=557). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-558,Canh củ quả nấu tôm,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=558). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-561,Chả thịt lá lốt,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=561). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-567,Tôm nướng lá chúc,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=567). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-568,Gỏi  ếch rau rừng,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=568). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-572,Gỏi cuốn cá hồi,,250.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=572). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-575,Udon thịt xíu,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=575). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-578,Bánh đa cua,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=578). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-581,Cà tím nướng tôm cháy mỡ hẹ,,50.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=581). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-592,Nấm bào ngư hấp sả,,300.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=592). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-598,Mì căn xào bắp non,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=598). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-602,TẾT 3 MIỀN – Miền Trung: Cuốn nem chua mì căn,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=602). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-603,Bánh kim chi hải sản,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=603). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-609,Đuông khoai lang cốt dừa,,250.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=609). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-624,Bánh mì hấp bì chay,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=624). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-636,Salad ức gà áp chảo,,420.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=636). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-647,Cá chiên bông điên điển,,200.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=647). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-656,Bánh qui mè đen,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=656). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-664,Cơm tấm sườn chay,,120.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=664). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-666,Bún mè đen xào nghêu,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=666). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-674,Pizza phở hải sản,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=674). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-678,Bò nấu pate tiêu xanh,,700.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=678). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-684,Đậu hũ thịt cua viên chiên,,100.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=684). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-691,Sườn kinh đô,,500.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=691). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-692,Cải xoong xào tôm,,400.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=692). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
VFR-715,Salad cam tôm sú,,150.0,pending,"Nguon: ViFoodRec (github.com/QuocAn55/DS300, PACLIC 2024, ViFoodRec food_id=715). CHUA CO LICENSE CHINH THUC tren repo goc (kiem tra 2026-08-09) — CHI dung ten mon + danh sach nguyen lieu (van ban), R2/phap ly CAN XAC NHAN truoc khi dung cho san pham that. Gram tu parse tu van ban nguyen lieu goc, KHONG lay so dinh duong cua ViFoodRec (RULE-1/RULE-2). R2 CAN DUYET gram truoc khi dung cho benh nhan."
