vifoodrec_food_id,name_vi,reason,detail
1064,Bò nấu trái cây,unparsed_main_ingredient,Trứng cút 12 quả; Cà chua cắt hạt lựu nhỏ bỏ hạt 1 chén; Nước dừa tươi 1 trái; Nước thơm ép 1 chén
1065,CANH SƯỜN CỦ SEN A-TI-SÔ,unparsed_main_ingredient,"RAU NÊM: Hành lá, ngò rí"
1067,Chả bò chiên,unparsed_main_ingredient,Khoai tây: 2 củ; Cọng ngò rí cắt nhuyễn: 2 muỗng; Bột xù: 2 muỗng
1068,Nấm nướng giấy bạc,unparsed_main_ingredient,"Boa rô: 1 muỗng; Lá quế cắt nhỏ: 1 muỗng; RAU NÊM: Ngò rí, ớt sừng"
1069,Lẩu chao mực,unparsed_main_ingredient,Sa tế tôm: 2 muỗng; Nước dừa tươi: 1 trái; Nước dùng: 500 muỗngl; Đậu hũ trắng: 2 muỗngiếng
1071,Lẩu khoai mỡ,unparsed_main_ingredient,Nước dùng chay 2 lít; Boa rô băm 1 muỗng; Boa rô phi 1 muỗng; bột năng
1072,Phở chay,unparsed_main_ingredient,"Nước dùng: Củ cải trắng, bắp mỹ, cà rốt, mía, poa-rô, quế, hồi, thảo quả, gừng, nấm hương khô, Muối, đường phèn, gia vị phở chay, dầu ăn, Bột ngọt AJI-NO-MOTO, Hạt nêm Aji-ngon Nấm, Nước tương Phú Sĩ"
1073,Đậu hũ chiên xốt cà,unparsed_main_ingredient,Đậu hũ chiên lớn: 2 muỗngiếng; Đậu trắng: 1/2 muỗngiếng; Nấm hương: 4 tai; Nấm mèo: 1 tai
1074,Canh bún sườn riêu cua,unparsed_main_ingredient,"Dụng cụ: Giấy bạc, lá chuối, vỉ nướng tròn"
1076,Bánh rán kẹp cá ngừ mayonnaise,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1077,Cánh gà chiên Coca,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1078,Cà tím nhồi thịt áp chảo,unparsed_main_ingredient,"Cà tím: 2 trái; Lá lốt: 10 muỗngiếng, Hành tây cắt hạt lựu, Ớt sừng cắt hạt lựu, Ngò rí"
1079,Vịt om ớt xanh hoa chuối,unparsed_main_ingredient,"RAU NÊM: Lá quế, ngò gai"
1080,Cà tím kẹp thịt gà chiên,unparsed_main_ingredient,Cà tím 1 trái; Trứng gà 2 trứng; Lá chanh thái chỉ 3 lá; Nấm hương 2 tai
1081,Gà xào cay,unparsed_main_ingredient,Phi lê đùi gà 1 cái; Khoai lang 1/2 củ; Cà rốt 1/2 củ; Gừng xay 1 muỗng
1082,Súp đuôi bò chua cay,unparsed_main_ingredient,Măng vàng: 1/2 chén cắt sợi; Sả cây: 1 cây; Tương Hột Ớt Chilli beean sauce lee kum kee: 1 muỗng; Trứng gà: 1 quả
1083,Bacon cuộn hành tây phô mai,unparsed_main_ingredient,Ham lát: 4 lát; Ôliu đen: 20 trái; Lá Thyme tươi: 1 nhánh; Tăm xiên: 10 cây
1084,Salad ngũ sắc chay,low_food_id_cover,"cover=0.70 thieu: vàng mỗi loại, Chả chay, Hành boaro cắt lát mỏng"
1086,Gỏi mực cay,unparsed_main_ingredient,"Nấm tuyết : 1 cái; Sả non bào : 1 chén; Gừng non cắt sợi : 1 muỗng; Lá chanh Bắc cắt sợi nhuyễn : 1 muỗng, Tỏi băm, ớt hiểm băm, gừng đập dập, Tỏi phi, mè trắng rang, tương ớt, Đường, muối, nước mắm"
1087,Súp cồi điệp rau củ,low_food_id_cover,"cover=0.40 thieu: Đậu bi, Cồi sò điệp"
1088,Đậu hũ kho nấm rơm,unparsed_main_ingredient,Đậu hũ chiên 2 muỗngiếng.; Bột năng
1089,Đông cô bách hoa chay,unparsed_main_ingredient,"Đậu hũ trắng: 1/2 muỗngiếng; Cà rốt băm nhỏ: 2 muỗng; Rau nêm: Ngò rí băm, ớt sừng băm"
1090,Hàu trộn mầm cải,unparsed_main_ingredient,"Rau nêm: Mè trắng rang, tỏi phi"
1091,Bò bít tết,unparsed_main_ingredient,Khoai tây: 1 củ; hương thảo: 1 nhánh; Cà chua bi: 2 trái
1092,Tàu hũ ki cuộn tôm,unparsed_main_ingredient,Tàu hũ ki tươi 2 lá; Nấm đông cô 5 tai; Cần tây 1 cây; bột năng
1094,Cá chẽm xiên que xốt thì là,unparsed_main_ingredient,Bí ngòi xanh 1/2 quả; Cà rốt 1/2 củ; Khoai tây 1 củ nhỏ; Que xiên 10 que
1096,Mực nhồi chả tôm nướng,unparsed_main_ingredient,"Trứng gà ta: 1 quả; Mực ống đường kính 3-4 cm: 2 con; Tắc chín: 5 trái, Rau mầm 2 muỗngàu"
1097,Bò tam sắc áp chảo,unparsed_main_ingredient,Cà rốt: ½ củ
1098,Cua rang sốt tắc,unparsed_main_ingredient,Tắc: 7 trái
1099,Thanh gà chiên xốt cay,unparsed_main_ingredient,Lá chanh 3 lá; Xốt ớt Hàn Quốc Gochujang 2 muỗng; Nước cốt chanh 1 muỗng; Nước hành tỏi 1 muỗng
1100,Măng tây chiên bia xốt cá ngừ,unparsed_main_ingredient,Cá ngừ ngâm dầu: 1 hộp Cá ngừ Hạ long; Bia đen: 150 muỗngl; Cốt chanh: 1 muỗng; Bột mì đa dụng: 1/2 chén
1102,Bún thịt xào sả ớt,unparsed_main_ingredient,"Dưa leo: 1 trái, Mỡ hành, tỏi băm, sả băm, Ớt băm, nước cốt chanh, Muối, tiêu, đường Nước mắm, dầu ăn, Hạt nêm Aji-ngon Heo, Giấm gạo lên men Ajinomoto"
1103,Lẩu sữa đậu nành hải sản,unparsed_main_ingredient,RAU NÊM: Ngò rí
1104,Bò nướng sa tế,unparsed_main_ingredient,"Sả : 2 cây; Cọng ngò rí cắt nhỏ : 2 muỗng, Dầu ăn, nước mắm, sữa đặc, ớt bột nhuyễn; Trang trí: xà lách dún xanh; cà chua Ăn kèm: nước tương và bánh mì, Bột ngọt AJI-NO-MOTO, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Heo"
1106,Củ năng xào tôm thịt,unparsed_main_ingredient,"Cà rốt: 1/3 củ; Bắp non: 4 trái, Ớt Đà Lạt xanh, vàng"
1107,Nộm bì,unparsed_main_ingredient,lá chanh cắt sợi; đậu phộng rang
1110,Pizza mì sợi,unparsed_main_ingredient,Mì khoai tây 2 gói; Trứng gà 2 quả; Bột mì; ketchup
1112,Bánh qui chay tam sắc,unparsed_main_ingredient,Đậu hũ non 1 muỗngiếng; Nước từ lá chùm ngây 100 muỗngl; Nước từ lá cẩm 100 muỗngl; Củ năng
1114,Bồ câu quay nước dừa,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1115,Nghêu xào lá lốt,unparsed_main_ingredient,"Lá lốt : 10 lá; Sả cây : 3 cây, Nước cốt chanh 1 muỗng, Rượu trắng, tương ớt, dầu ăn, Hạt nêm Aji-ngon Heo, Bột ngọt AJI-NO-MOTO"
1116,Bánh bông lan trứng muối,unparsed_main_ingredient,Trứng gà 4 quả; Lòng đỏ trứng muối luộc 5 cái; Nước cốt chanh 1 muỗng; Vỏ chanh vàng băm 2 muỗng
1118,Cá chép nấu riềng mẻ,unparsed_main_ingredient,Cà chua: 2 trái; Riềng cắt sợi: 2 muỗng; Nghệ giã nhuyễn: 2 muỗng; Cơm mẻ: 2 muỗng
1119,Sandwich nóng phô mai thịt nguội,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1120,Bồn bồn xào tôm,low_food_id_cover,cover=0.64 thieu: Tôm
1121,Bò áp chảo chanh dây,unparsed_main_ingredient,Nước chanh dây 1/2 chén; Bí ngòi xanh; vàng 1/2 trái; Cà rốt 1/2 củ
1122,Pasta tình yêu,unparsed_main_ingredient,dầu olive; Tương cà hộp; rượu vang đỏ
1124,Canh cải xoăn,unparsed_main_ingredient,Trứng gà 2 quả; Cà chua 2 quả
1125,Rau củ luộc xốt nấm,unparsed_main_ingredient,Đâu hu trăng 1 muỗngiêng
1126,Chân giò nấu nước tương,low_food_id_cover,"cover=0.00 thieu: Chân giò rút xương 1 cái  , Tỏi củ cắt lát 30g, Ớt trái đập dập 10g, Hành tím cắt lát 2 củ, Hoa hồi 2 hoa, Đinh hương 3 nụ, Đường, tiêu, dầu ăn"
1127,Chân nấm xào thịt gà,unparsed_main_ingredient,Mực khô: 1 con nhỏ
1128,Bánh rán chocolate mứt tầm bóp,unparsed_main_ingredient,"Bôt bánh rán pha sẵn Chocolate: 1 gói; Nước cốt tầm bóp: 30 muỗngl; Dâu tây: 4 quả Cắt lát để trang trí, Húng lủi"
1129,Bánh đúc củ cải,unparsed_main_ingredient,Nước cốt dừa lon 50 muỗngl; Dầu hành lá 1 muỗng
1130,Canh nấm rong biển,unparsed_main_ingredient,"Rong biển: 1 lá; Tần ô: 4 cây; Nước dùng gà: 1 lít, Hành lá, ngò rí, bột bắp, ớt, muối, tiêu, Bột ngọt AJI-NO-MOTO, Hạt nêm Aji-ngon Heo, Nước tương Phú Sĩ"
1131,Trà sữa kem matcha,low_food_id_cover,cover=0.46 thieu: Topping cream
1133,Mì tương đen,unparsed_main_ingredient,rượu trắng; Bí ngòi 1/2 trái; Củ cải trắng 1/3củ; Tương đen Hàn Quốc
1134,Canh tôm bồ ngót,unparsed_main_ingredient,Bắp vàng: 1 trái; Nước dùng: 1 lít
1135,Thăn heo cuộn nhân Jambon phô mai,unparsed_main_ingredient,"Jambon: 2 lát; Phô mai: 2 lát; Trứng gà: 3 quả; Dưa chuột ngâm chua: 2 trái, Ngò tây, bột mì, bột xù, Muối, tiêu, dầu ăn, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản, Hạt nêm Aji-ngon Heo"
1136,Sườn tiềm hoa thanh long,low_food_id_cover,"cover=0.12 thieu: Sườn non chặt khúc 3cm, Táo mật, Trái sung khô, đường phèn"
1137,Cá bông lau kho tộ,low_food_id_cover,"cover=0.00 thieu: Cá bông lau, Thịt ba chỉ"
1138,Xà lách trứng,unparsed_main_ingredient,Trứng gà luộc : 4 quả; Thịt ba rọi xông khói : 2 muỗngiếng; Xà lách dún : 2 lá; Bắp hạt : 3 muỗng
1139,Súp chua cay chay,unparsed_main_ingredient,"Đậu hũ non : 1 muỗngiếng; rửa sạch : 5 tai; Poa-rô cắt lát : 1 cây, Ớt sừng 1 trái, ớt hiểm 1 trái, ngò rí; Rau củ nấu nước dùng chay : su su, bắp mỹ, củ sắn, cà rốt, cải thảo, boa rô, lá dứa., Muối, đường, tiêu, bột năng, dầu ăn, Giấm gạo lên men Ajinomoto, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Nấm, Bột ngọt AJI-NO-MOTO"
1141,Gà cà ri xanh,unparsed_main_ingredient,Đùi gà không da; Lá chúc: 4 lá; Hỗn hợp cà ry xanh Thái: 2 muỗng Green curry paste Thai; Cốt dừa: 1 lít
1142,Cuốn cá lóc xốt đậu phộng,unparsed_main_ingredient,Xà lách 2 cây; Bánh tráng vuông; mỏng 1 gói bánh đa nem Hà Nội; Dưa leo 1 trái
1143,Gân bò xào sả ớt,unparsed_main_ingredient,Sả cây 6 cây; Đậu phộng rang giã dập 2 muỗng; rượu trắng
1144,Canh cá hồi nấu nấm,unparsed_main_ingredient,Nấm đông cô tươi 5 tai; Húng quế
1145,Trứng cút xào chua ngọt,unparsed_main_ingredient,"Trứng cút: 10 quả; Nấm mèo ngâm: 4 tai; Cà chua : 1 trái; RAU NÊM: Hành lá, rau răm, hành tím cắt lát"
1146,Latte Art Chuẩn Barista,unparsed_main_ingredient,Sữa thanh trùng Đà Lạt Milk 200 muỗngl
1147,Cheesecake Dâu Sữa Chua,unparsed_main_ingredient,Sữa chua uống Đà Lạt Milk 150 muỗngl; Nước cốt chanh 1 muỗnguỗng cà phê
1148,SữA Chua Trân Châu TráI Cây,unparsed_main_ingredient,Kem tươi 240 muỗngl; Sưa tươi thanh trung Dalatmilk 240 muỗngl; Nươc côt dưa 200 muỗngl; Dâu tươi 3 trai
1149,Sữa Chua Đào Vải Thạch Lá Dứa,unparsed_main_ingredient,Sữa chua uống Dalat Milk 300 muỗngl; Sữa tươi thanh trùng không đường Dalat Milk 100 muỗngl; Nước cốt lá dứa 150 muỗngl; Đá xay
1150,Cà Phê Cold Brew Macchiato,unparsed_main_ingredient,Nước lọc 600 muỗngl; Sữa tươi thanh trùng Dalat Milk 30 muỗngl; Kem béo 50 muỗngl; Đá viên
1151,Bánh Sữa Chua Xoài,unparsed_main_ingredient,Sữa chua ăn Dalatmilk 300 muỗngl; Sữa tươi thanh trùng Dalatmilk 300 muỗngl; Húng lủi
1152,Gân Bò Ngâm XoàI Sả TắC,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1153,Gân Bò Kho Tộ,unparsed_main_ingredient,Gừng 1 củ; Rượu trắng 2 muỗnguỗng cà phê
1154,SữA Chua Trân Châu TráI Cây,unparsed_main_ingredient,Kem tươi 240 muỗngl; Sưa tươi thanh trung Dalatmilk 240 muỗngl; Nươc côt dưa 200 muỗngl; Dâu tươi 3 trai
1155,Bánh Sữa Chua Xoài,unparsed_main_ingredient,Sữa chua ăn Dalatmilk 300 muỗngl; Sữa tươi thanh trùng Dalatmilk 300 muỗngl; Húng lủi
1156,Gân Bò Ngâm XoàI Sả TắC,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1157,Gân Bò Kho Tộ,unparsed_main_ingredient,Gừng 1 củ; Rượu trắng 2 muỗnguỗng cà phê
1158,Ba Chỉ Tôm Thẻ Cơm DừA Rim MặN,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1159,ThịT Ba Chỉ NướNg Tây BắC,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1160,Cá Tầm Nướng Rau Củ,low_food_id_cover,"cover=0.12 thieu: Cá tầm, Hành tím, Đường, Dầu olive, Bắp Mỹ"
1161,Cơm HấP HảI SảN NồI Cơm ĐiệN,unparsed_main_ingredient,Tương ơt MAGGI 1 muỗnguông canh; Dâu hao MAGGI 1 muỗnguông ca phê; Đương cat 1 muỗnguông ca phê
1162,Lẩu Thái Cua Đồng,unparsed_main_ingredient,3 muỗnguỗng canh Nước mắm Maggi; 1 muỗnguỗng canh Hạt nêm; 1 muỗnguỗng canh Đường; 1 muỗnguỗng canh ớt sa tế
1163,Khoai Tây Viên Phô Mai Chiên,unparsed_main_ingredient,Khoai tây cu luôc chin 3- 4 cu; Trưng ga 1 qua; Ngo tây
1164,Bơ Sữa Tươi Trân Châu Đường Đen,unparsed_main_ingredient,Bơ sáp Đà Lạt 1 trái; Sữa đặc 30 muỗngl; Sữa tươi thanh trùng Dalatmilk 250 muỗngl; Đá viên
1165,Ghẹ Sốt Me,unparsed_main_ingredient,Ghẹ 3 con
1166,Gà Xốt Cam,unparsed_main_ingredient,Đùi gà tỏi 4 cái; Cam vàng 1; 5 trái; Nước 60 muỗngl
1167,Lẩu Gà Hầm Sả,unparsed_main_ingredient,Gà ta 1kg2; Sa tế 1 muỗnguỗng canh; Nước nghệ tươi 2 muỗnguỗng canh; Sả 3 cây
1168,Khoai Lang Ngào Đường Thốt Nốt,unparsed_main_ingredient,Nước cốt dừa 200 muỗngl
1169,Chả Trứng Nấm Rơm,unparsed_main_ingredient,Trứng gà 7 quả
1170,Đậu Bắp Nhồi Cá Thác Lác Chiên Giòn,unparsed_main_ingredient,Bột chiên giòn VEDAN 1 gói; Nước lọc 100 muỗngl; Tương cà VEDAN
1171,Bún Thịt Nướng,unparsed_main_ingredient,Mật ong 2 muỗnguỗng canh; Dầu điều 3 muỗnguỗng canh; Nước cốt chanh 4 muỗnguỗng canh
1172,Chè Khoai Lang Bột Báng Nước Cốt Dừa,unparsed_main_ingredient,Nước cốt dừa 1 lon loại 400 muỗngl
1173,Bánh Mì Xoắn Ốc Nhân Kem Trứng,unparsed_main_ingredient,Sữa tươi 150 muỗngl
1174,Chạo Tôm Nướng Mía,unparsed_main_ingredient,Đầu hành trắng 1 tbsp; Baking soda ¼ tsp; Bột bắp 1 tbsp; Lòng trắng trứng gà 1 lòng
1175,Soda Cam Hoa Atiso Đỏ,unparsed_main_ingredient,Soda 1 lon; Cam vang 2 trai; Hoa ăn đươc 12 bông; Syrup đường 30 muỗngl
1176,Củ CảI Ngâm Tương,unparsed_main_ingredient,Giâm trăng 2 muỗnguông canh; Nươc tương 200 muỗngl; Muôi hôt 2 muỗnguông canh
1177,Soda Thanh Long Đỏ Yakult,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1178,Soda Xoài Yakult,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1179,Soda Chanh Yakult Hoa Đậu Biếc,unparsed_main_ingredient,Soda 30 muỗngl; Yakult 1 hủ; Lá rosemary 1 nhánh; Syrup đường 40 muỗngl
1180,Chả Tôm Chiên Xù,unparsed_main_ingredient,Trứng gà 3 quả; Bột chiên xù một tô; Bột chiên giòn 1 chén
1182,Cải Thảo Cuộn Ngũ Sắc,unparsed_main_ingredient,Cải thảo 1 bắp lớn; Nấm mèo 4 tai
1183,Bún Gạo Lứt Xào Chay,unparsed_main_ingredient,Đậu hủ chiên 1 muỗngiếng
1184,Trà Lài Đác Thơm,unparsed_main_ingredient,Thơm 1/2 trái; Trà xanh lài 120 muỗngl; Nước thơm ép 30 muỗngl; Nước đường 35 muỗngl
1185,Kẹo Me Cay,unparsed_main_ingredient,Nước 80 muỗngl; Bột xí muội 3 muỗnguỗng cà phê
1186,Chả Ốc Lá Lốt,unparsed_main_ingredient,Trứng gà 1 trái
1187,Heo Quay Bằng Nồi Chiên Không Dầu,unparsed_main_ingredient,Bột tỏi 1 muỗnguỗng cà phê; Húng quế; Xà lách
1188,Xôi Đậu Đen,unparsed_main_ingredient,Nước dừa dảo 150 muỗngl
1189,Chè Đậu Ván,unparsed_main_ingredient,Nước cốt dừa 300 muỗngl; Sữa tươi không đường 100 muỗngl; Lá dứa 3 lá; Vani 1 muỗnguỗng cà phê
1190,Chuối Sấy Dẻo,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1191,Bông Bí Nhồi Chả Cá Chiên Giòn,unparsed_main_ingredient,Nấm mèo 2 tai; Trứng gà 1 quả; Bột chiên giòn
1192,Kem Bơ Dừa,unparsed_main_ingredient,Sữa tươi không đường 120 muỗngl
1193,Chè Bơ,unparsed_main_ingredient,Sữa tươi không đường 350 muỗngl; Sữa đặc Ông Thọ 100 muỗngl; Nước cốt dừa 300 muỗngl; Nước cốt chanh 5 muỗngl
1194,Hướng Dẫn Pha Bột Ăn Dặm,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1195,Trà Dâu Kem Cheese,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1196,Cá Kho Xơ MíT,unparsed_main_ingredient,Nươc măm 2 muỗnguông canh; Đương 1/2 muỗnguông canh; Hat nêm 1/2 muỗnguông canh; Dâu mau điêu 2 muỗnguông canh
1197,Lá Lốt Cuộn Thịt Chiên Giòn,unparsed_main_ingredient,Trứng gà 2 quả
1198,Ba Chỉ Kho Măng Tươi,unparsed_main_ingredient,Nươc dưa tươi 500 muỗngl; Nươc măm 3 muỗnguông canh; Nươc mau 2 muỗnguông canh; Ơt hiêm đo 4 trai
1199,Trứng Chiên Hàu,unparsed_main_ingredient,Hàu Tươi 5 con; Trứng gà 4 quả
1200,Vải Băng Tuyết Elsa,unparsed_main_ingredient,Sữa chua 1 hộp; Sữa đặc 50 muỗngl; Nước cốt dừa 50 muỗngl
1201,Soda Vải,no_metric_qty,khong co nguyen lieu nao ghi don vi g/kg/ml/l parse duoc
1202,Bún Gạo Xào Hải Sản,low_food_id_cover,"cover=0.20 thieu: Bún gạo, Tôm thẻ, Mực ống, Cải ngọt, Tỏi băm"
1203,Bánh Đúc Lạc,low_food_id_cover,"cover=0.00 thieu: Bột gạo, Đậu phộng, Vôi tôi, Tương bần"
1204,Trứng Bọc Thịt Chiên Xù,unparsed_main_ingredient,Trứng gà 7 quả
1205,Tàu Hủ Kem Trứng Ca Cao,unparsed_main_ingredient,Lòng đỏ trứng gà 2 cái; Sữa tươi không đường 100 muỗngl; Kem tươi 100 muỗngl; Vanila 1 muỗnguỗng cà phê
1206,Chè Bơ Viên Nước Cốt Dừa,unparsed_main_ingredient,Nước dừa tươi 250 muỗngl; Nước cốt dừa 250 muỗngl
1207,Sữa Chua Trân Châu Trái Cây,unparsed_main_ingredient,Sữa chua 2 hũ; Sữa tươi không đường 500 muỗngl; Sữa đặc Ông Thọ 380 muỗngl
1208,VảI SấY Khô BằNg NồI Chiên Không DầU,unparsed_main_ingredient,Muôi 2 muỗnguông canh
1209,Kẹo Gương,unparsed_main_ingredient,Nước 15 muỗngl
1210,Canh Bí Đao CuộN Tôm ThịT,unparsed_main_ingredient,Bí đao 2 trai; Ca rôt 1 cu
1211,Dồi Sả,unparsed_main_ingredient,Dầu màu điều 2 muỗnguỗng canh; Dây buộc thực phẩm
1212,Chè Lam,unparsed_main_ingredient,Gừng 1 củ
1213,Rau Câu Chân Vịt,low_food_id_cover,"cover=0.43 thieu: Rong chân vịt khô, Đường phèn, Lá dứa"
1214,Cá KèO Chay Kho Tiêu,unparsed_main_ingredient,Lá rong biển khô 1 gói; Rau răm ăn kem
1215,Giò Heo Muối Chiên Giòn,unparsed_main_ingredient,Giò heo 1 cái; Sả 5 cây
1217,Bún Mắm Chay,unparsed_main_ingredient,Sả 4 cây; Đậu hủ trắng 1 muỗngiếng; Đậu hủ chiên 1 muỗngiếng; Chả chén chay chiên 1 muỗngiếng
1218,Đậu Hủ Kho Tương Hột,unparsed_main_ingredient,Đậu hũ trắng 2 muỗngiếng; Sả 2 cây
1219,Chè Khoai Lang Tím Sương Sáo,unparsed_main_ingredient,Sữa tươi không đường 200 muỗngl; Nước cốt dừa 150 muỗngl; Lá dứa 5 lá
1220,Tôm Thịt Ram Mặn,low_food_id_cover,"cover=0.00 thieu: Thịt ba chỉ, Tôm thẻ"
1221,Chè Sake Bạch Quả,unparsed_main_ingredient,Nước cốt dừa 400 muỗngl; Đậu phộng rang
1222,Khoai Lang Trộn Dừa,low_food_id_cover,cover=0.79 thieu: Dừa non bào sợi
1223,Bánh Tro,unparsed_main_ingredient,Nước tro tàu 500 muỗngl
1224,Cơm TấM SườN Bì Chay,unparsed_main_ingredient,Ăn kem: Đô chua
1225,Chè Nếp Khoai Môn Lá Dứa,unparsed_main_ingredient,Lá dứa 8 lá
1226,Ba Chỉ Và Mực Nướng Sữa Đặc,unparsed_main_ingredient,Ngũ vị hương 1/2 muỗnguỗng canh; Rau sống ăn kèm
1227,Nem Chay Váng Đậu,unparsed_main_ingredient,Tương cà 1 muỗnguỗng canh
1228,Nước Mắm Chay Từ Trái Thơm,unparsed_main_ingredient,Hạt ngò khô 1 muỗnguỗng cà phê; Hoa hồi 2 tai; Hắc xì dầu 1/2 muỗnguỗng canh
1229,Salad Mực Nướng,unparsed_main_ingredient,Ngũ vị hương 1/2 muỗnguỗng canh; Nước cốt chanh 50 muỗngl
1230,Pancake Dâu Tây,unparsed_main_ingredient,Bột nở 1 muỗnguỗng cà phê; Vanila 1 muỗnguỗng cà phê; Trứng gà 2 quả; Sữa tươi không đường 130 muỗngl
1231,Ruột Heo Khìa Nước Dừa,unparsed_main_ingredient,Rượu trắng 100 muỗngl; Nước dừa tươi 700 muỗngl; Ngũ vị hương 1/2 muỗnguỗng canh
1232,Nước Mía Sầu Riêng,unparsed_main_ingredient,Nước mía nguyên chất 500 muỗngl; Nước dừa tươi 300 muỗngl; Đá viên
1233,Trà Ổi Hồng Muối Tôm,unparsed_main_ingredient,Nước chanh 100 muỗngl
1234,Gỏi Ngó Sen Rau Tiến Vua,unparsed_main_ingredient,Bánh phồng tôm 1 gói
1235,Bắp Xào Nước Súp,unparsed_main_ingredient,Bắp nếp 3 trái
1236,Bánh Tét Chuối,unparsed_main_ingredient,Nước cốt dừa 200 muỗngl; Chuối sứ chín 6 trái; Rượu 1 muỗnguỗng cà phê; Lá dứa 3 Lá
1237,Cơm Gà Xối Mỡ Sốt Mắm Tỏi,unparsed_main_ingredient,Đùi gà góc tư 2 cái; Trứng gà 2 cái
1238,Bánh Tiêu Sầu Riêng,unparsed_main_ingredient,Bột nổi 1 muỗnguỗng cà phê; Vani bột 1 ống
1239,Cua Luộc Nước Dừa,unparsed_main_ingredient,Cua thịt 3 con; Nước dừa 1; Gừng 1 củ; Sả cây
1240,Cháo Éch Kho Hành Tỏi,unparsed_main_ingredient,Ếch 2 con; Lá dứa 5 lá; Hắc xì dầu 2 muỗnguỗng cà phê; Gừng 5 lát
1241,Trứng Hấp Nấm Rơm,unparsed_main_ingredient,Trứng gà 6 trái
1242,Gà Ủ MuốI Hoa Tiêu,unparsed_main_ingredient,Ga ta 1 con; Đương 1.5 muỗnguông canh; Muôi 1 muỗnguông ca phê; Hat nêm 1 muỗnguông ca phê
1243,Bánh Hòn,low_food_id_cover,"cover=0.08 thieu: Bột năng, Nước lá dứa, Nước củ dền, Dừa già bào, Mè trắng"
1244,Đậu Bắp Xào Tỏi Sốt Thịt Bằm,low_food_id_cover,"cover=0.71 thieu: Thịt heo xay, Đường, Hành tím"
1245,Chè Thốt Nốt Dừa Dằm,unparsed_main_ingredient,Nước cốt dừa 100 muỗngl; Sữa đặc 70 muỗngl; Nước lọc 200 muỗngl; Sữa tươi không đường 250 muỗngl
1246,Ba Chỉ Cuộn Sả,low_food_id_cover,"cover=0.01 thieu: Ba chỉ heo nguyên tấm, Sả, Hành tím, Mắc khén, Ớt bột"
1247,BúN NướC LèO SóC Trăng,unparsed_main_ingredient,Sa cây 10 cây; Nươc dưa tươi 2 lit; Bun tươi
1248,Chè Bí Đỏ Nước Cốt Dừa,unparsed_main_ingredient,Lá dứa 10 lá; Nước cốt dừa 200 muỗngl; Nước dừa tươi 400 muỗngl; Đậu phộng rang
1249,Bánh Mì Bò Nướng Campuchia,unparsed_main_ingredient,Bánh mì 4 ổ; Trứng gà 4 quả; Dấm 30 muỗngl
1250,Canh Chua Tôm Bông So Đũa,unparsed_main_ingredient,Cà chua 2 Trái
1251,BáNh ÍT TrầN Nhân MặN,unparsed_main_ingredient,Ca rôt 1 cu; Cu săn 1 cu; Môc nhi 5 tai; Bôt mau điêu 3 muỗnguông canh
1252,BáNh SữA Tươi NướNg,unparsed_main_ingredient,Sưa tươi không đương 600 muỗngl; Long đo trưng ga 4 cai; Vani 1 muỗnguông ca phê; Phô mai lat 3 lat
1253,Bao Tử Cá Kho Tiêu,unparsed_main_ingredient,Nước dừa tươi 200 muỗngl; Nước cốt chanh 1 muỗnguỗng canh
1254,Sinh Tố Xoài Cốt Dừa,unparsed_main_ingredient,Xoài chín 1 trái; Nước cốt dừa 200 muỗngl; Sữa đặc 20 muỗngl
1255,Bánh Mì Nướng Tôm Phô Mai,unparsed_main_ingredient,Bánh mì 2 ổ; Phô mai Con Bò Cười 8 viên; Sữa tươi 50 muỗngl; Nước cốt chanh 1 muỗnguỗng cà phê
1256,Rau Câu DừA Phô Mai,unparsed_main_ingredient,Cui dưa non 2 muỗngiêng; Phô mai 1 hôp; Nươc dưa tươi 800 muỗngl
1257,Măng Nhồi Thịt Xốt Cà Chua,unparsed_main_ingredient,Cà chua 3 Quả
1258,Súp Tôm Viên Phô Mai,unparsed_main_ingredient,Phô mai vuông Belcube 6 viên; Nước dùng gà 700 muỗngl; Trứng gà 1 Quả
1259,Cà Tím Nhồi Thịt Hấp,unparsed_main_ingredient,Cà tím 1 Trái; Bột bắp 2 muỗnguỗng canh
