dish_id,food_id,grams,note
VFR-746,79,600,"Sườn cây 4 cây 600gr, Hành tím xay 1 muỗng, Tỏi xay 1/2 muỗng, Sả bào 1 muỗng, Hành lá 100g, Mỡ heo 100g, Bột ngũ vị hương 1/3 muỗng, Bột baking soda 1/3 muỗng"
VFR-753,79,200,"Tôm bóc vỏ băm nhỏ 200g, Mướp hương 300g, Đầu hành lá băm nhỏ 1 muỗng, Ngò rí 5 cây, Ớt sừng thái chỉ 1/2 trái"
VFR-759,12,100,"Tôm tươi lột vỏ 100g, Mực tươi 100g, Khoai tây tím 500g, Hành tây 50g, Bánh tráng bò bía tươi 1 xấp, Trứng vịt muối 5 quả, Hành lá 2 cây, Hành tím băm 1 muỗng"
VFR-761,137,150,"Thịt ốc bươu 150g, Giò sống 100g, Nạc dăm xay 30g, Nấm mèo băm nhỏ 3 muỗng, Lòng trắng trứng 1qua, Hành tím băm, tiêu xanh đập giập, tỏi ớt băm, Gừng non băm nhỏ, Lá chanh băm nhỏ, Đường, nước mắm, dầu ăn"
VFR-773,136,150,"Đùi ếch to 8 cặp, Lá cách/ Lá nghệ 150g, Hành tỏi băm 2 muỗng, Sả băm 1 muỗng, Ớt băm 1 muỗng, Nước cốt dừa 3 muỗng"
VFR-780,12,400,"Thịt nạm bò 400g, Cà rốt 100g, Hành tây 1 củ, Khoai tây 300g, Đậu bi 50g, Cà chua 2 quả, Hành tím băm 1 muỗng, Hành lá, ngò gai, Xốt cà chua hộp, bơ lạt, muối, tiêu, đường, dầu màu điều"
VFR-785,101,50,"Nước dùng rau củ 1, 5 lít, Củ năng 50g, Cà rốt 50g, Đậu hũ non 1 muỗngiếng, Nấm rơm búp 100g, Nấm mèo 1 muỗngiếng, Ngưu bàng tươi 1 khúc 2 tấc, Nấm hương sapa 3 tai"
VFR-797,33,200,"Tôm đất 200g, Thịt nạc dăm 100g, Tôm khô 50g, Củ sắn 400g, Hẹ 50g, Ớt sừng 1 quả, Trứng gà 2 quả, Bắp hạt Mỹ đã luộc 1 chén"
VFR-798,102,200,"Cá hồi 200g, Tiêu xanh 3 nhánh, Nấm linh chi 50g, Hành tây 30g, Hành tỏi băm 1 muỗng, Gừng băm 1 muỗng, Bột năng 1 muỗng"
VFR-799,32,100,"Ức gà 2 cái còn phần da, Xúc xích xông khói 2 cây, Giò sống 100g, Cà rốt cắt que 1/2 củ, Cần tàu 8 cọng chọn loại cọng to, Nước cốt chanh, nước hành tỏi, hạt xuyên tiêu"
VFR-801,102,50,"Nấm mỡ 50g, Nấm đùi gà 50g, Bò chay lát đã ngâm 30g, Bí ngòi 2 muỗngàu vàng xanh 1/2 trái, Ớt chuông đỏ 1/2 trái, Hành tây tím 1/2 củ, Nước dừa 1/2 chén, Hành boaro, ngò rí, ớt cắt lát"
VFR-806,34,20,"Xương bọng gà 1 cái, Gà ta 1/2 con, Tôm khô rang 20g, Nấm hương ngâm 50g, Chả lụa 50g, Trứng vịt 1 quả, Lòng đỏ trứng muối luộc 1 cái, Chà bông tôm 20g, Nước bột năng 1 muỗng, Hành lá, rau răm, chanh, ớt, Hành tím củ, gừng tươi, Muối, đường phèn, tiêu, dầu ăn, rượu trắng"
VFR-809,102,200,"Giò sống 200g, Tôm bóc vỏ, cắt hạt lựu 100g, Tôm nguyên con, bóc vỏ 4 con, Hạt sen Huế tươi 150g, Nấm rơm búp 100g, Cà rốt 1/2 củ, Hành tây 1/4 củ, Nước dùng 1 lít, Hành tím băm, hành ngò, ớt băm, cọng ngò băm"
VFR-829,101,70,"Cải thảo 15 lá, Thịt nạc dăm xay 70g, Thịt ức gà xay 100g, Bắp Mĩ 1/2 trái, Hành lá 10 cọng lấy phần lá xanh, dài khoảng 20 cm, Nấm hương 30g, Cà rốt băm nhỏ 20g"
VFR-831,137,200,"Ức vịt 1/2 bộ khoảng 200g, Giò sống 30g Cà rốt, 1 củ nhỏ Đậu que 50g, Gừng cắt sợi 30g, Riềng cắt sợi 20g, Lá lốt 10 lá, Sả băm, nước cốt chanh, Hành tím băm, ớt hiểm băm, Đường, nước mắm, ngũ vị hương, dầu ăn"
VFR-843,102,300,"Thịt heo đầu vai 300g, Hành tây 1/4 củ, Que xiên tre 10 cái, Hành tỏi băm 2 muỗng, Hành lá cắt nhỏ 1/2 chén"
VFR-846,137,1000,"Đuôi bò 1 kg, Bắp bò 150g, Lá sách bò 150g, Bò viên 150g, Nấm rơm 100g, Măng luộc 200g, Ngò gai, rau om, húng quế, lá chanh, Sả băm, ớt hiểm băm, tỏi băm, Sả cây cắt khúc, gừng đập dập, Dầu điều, nước mắm, muối, đường"
VFR-847,132,300,"Tai heo 300g, Chuối chát 2 trái, Khế chua xanh 4 trái, Dưa kiệu chua 100g, Ớt sừng cắt sợi 1 trái, Cần tàu 5 cọng, Cần tây 30g, Hành tây tím, hành tím củ bào mỏng, chanh, rau răm, Lá chúc, lá chanh cắt nhỏ, tỏi ớt băm, Ớt xiêm xanh băm nhỏ, đậu phộng rang giã bể, hành phi"
VFR-852,3023,50,"Giò sống 50g, Cá thác lác 150g, Nấm mèo 1 tai lớn, Mè trắng 2 muỗng, Mè đen 1 muỗng, Lá lốt 5 lá, Ớt sừng băm 1 muỗng, Que xiên tre dài 5-8cm"
VFR-857,3018,200,"Giò sống 200g, Lá rong biển 1 lá, Da heo 1 muỗngiếng 20x20cm, Lòng đỏ trứng muối 3 cái lấy lòng đỏ sống, Cà rốt cắt thanh 0.8cm 1/2 củ, Đậu cô ve Nhật 100g, Bí ngòi vàng cắt thanh 1 trái, Bột năng 1 muỗng, Tiêu sọ hạt, đường, nước mắm"
VFR-871,39,400,"Cá chép 1 con khoảng 400g, Cà chua bi 100g, Rau cần nước 200g, Hành lá 2 cây, Hành tỏi băm 2 muỗng, Ớt sừng cắt lát 1 muỗng, Tỏi phi 2 muỗng"
VFR-872,103,100,"Hạt chia 2 muỗng, Xà lách giòn 100g, Nho khô 1 muỗng, Chuối già 1 quả, Xoài chín giòn 1/2 trái, Sả cây 2 cây, Dâu tây 6-8 trái"
VFR-889,102,100,"Gà ta 1/2 con, Rau quế 100g, Hành tây 1 củ nhỏ, Hành lá 2 cây, Ớt hiểm xanh 10 trái, Ớt hiểm đỏ 5 trái, Dừa tươi 1 trái, Tỏi phi, ngò gai, sả băm, tỏi băm"
VFR-907,1106162,150,"Bánh tráng gạo loại mỏng 1 gói, Tôm sú tươi bóc vỏ 150g, Tôm đông lạnh 50g, Trứng gà ta 1 quả, Giò sống 50g, Cà rốt cắt hạt lựu 1 muỗng, Đậu cô ve cắt nhỏ 2 muỗng, Ớt sừng 1 trái, Bột xù 1 muỗng, Hành tỏi phi, đầu hành lá, ngò rí cắt nhỏ"
VFR-916,111,300,"Thịt ba chỉ da mỏng, ít mỡ 300g, Thơm 1/2 trái, ép lấy 1 chén, Thơm cắt hạt lựu pha nước chấm 1 muỗng"
VFR-919,102,300,"Phi lê cá ngừ 300g, Ớt chuông vàng 50g, Ớt chuông đỏ 50g, Hành tây 1/2 củ, Tỏi củ 15g, Nước cốt chanh 2 muỗng, Mù tạt vàng 1 muỗng, Bơ 10g"
VFR-930,48,400,"Tôm sú 400g, Củ nén 30g, Lá húng chanh tần dày lá 20 lá, Ớt hiểm 2 trái, Hành tím băm 1 muỗng"
VFR-931,1105984,50,"Nước dùng chay 1.5 lít, Me vắt 50g, Mì Udon 3 gói, Thịt bò chay lát 100g, Cá viên chay 200g, Hành boaro cắt lát 1 cây, Nấm kim châm 100g, Rau húng quế, ngò gai, ớt hiểm băm nhỏ, dầu ăn"
VFR-954,79,40,"Thịt hàu sữa con nhỏ 8 con, Mù tạt xanh wasabi 1 muỗng, Nước tỏi 1/2 muỗng, Đầu hành lá ngâm nước lạnh 8 cọng, Lá tía tô 8 lá, Củ cải, cà rốt mỗi loại 40g"
VFR-961,79,100,"Tôm sú nhỏ size 50 12 con, Mọc giò sống 100g, Nấm mèo đen 1 tai, Tiêu xanh 1 nhánh, Bánh tráng ủ lá chuối 6 cái, Đầu hành lá băm nhỏ 1 muỗng"
VFR-971,4,1000,"Bún tươi 1kg, Xương xí quách luộc chín nước luộc 1kg, Mỡ thịt cắt nhỏ 200g, Hành tím 100g, Tỏi băm 1 muỗng, Ớt xanh băm 1 muỗng"
VFR-972,102,300,"Mướp hương 300g, Tim heo 100g, Hành tây 1/2 củ, Rau quế 30g, Hành tỏi băm 2 muỗng, Ớt băm 1 muỗng"
VFR-978,101,100,"Bò lát chay 100g, Cải thảo 8 bẹ, Poa rô 1 cây, Cà rốt 100g, Nấm đông cô tươi 8 tai, Đậu hũ trắng 1 muỗngiếng, Tần ô 200g, Tàu hũ ky chiên giòn 2 muỗngiếng, Nấm kim châm 100g, Mì udon hoặc bún nưa shirataki 1 gói"
VFR-989,87,1300,"Gà ta 1 con khoảng 1.3kg, Sả cây 4 cây, Nước dừa tươi 2 trái, Hành tây bi 200g, Củ cải trắng 1 củ nhỏ, Ớt hiểm xanh 40g, Nấm đông cô khô 20g, Kỷ tử 1 muỗng, Hành tỏi băm, Muối hột, dầu ăn"
VFR-994,79,30,"Cơm dẻo 1 chén, Mè rang 2 muỗng, Hành lá 30g, Phô mai mozzarella sợi 70g, Ớt sừng 1 quả, Thịt xay 50g, Dầu ăn, tương cà"
VFR-1018,33,50,"Tôm sú tươi 6 con, Nấm kim châm 50g, Nấm bào ngư 30g, Nấm linh chi nâu 50g, Chanh dây 1 trái, Trứng gà 1 quả, Lá quế thái chỉ 1 muỗng, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản"
VFR-1020,79,300,"Cua xay không nêm muối 300g, Cà chua 2 quả, Tôm đất 200g, Mực ống 1 con, Đậu hũ bi chiên 100g, Bắp bò hoa 1 cái, Lá tàu hũ ky chiên giòn 1 lá, Hành tím băm, hành lá, ớt hiểm"
VFR-1022,85,500,"Đuôi heo 1 cái khoảng 500g, Chao trắng 3 viên, Đậu bắp 100g, Cà tím 1 quả nhỏ, Cà chua bi 100g, Hành tỏi băm, Lá tía tô"
VFR-1024,45,250,"Cá hồi phi lê còn da 250g, Chanh vàng 2 quả chọn chanh núm của Mỹ, trái dài vỏ dầy"
VFR-1030,123,300,"Gan heo 300g, Sữa tươi không đường 1 gói, Hành tây 1 củ nhỏ, Hẹ lá 50g, Ớt sừng 1 trái, Tỏi 2 củ, Tỏi băm 2 muỗng"
VFR-1034,126,100,"Cánh gà 4 cái, Ngũ cốc hạt 100g loại hạt cho sữa vào ăn sáng, Nước cốt chanh 1 muỗng, Sữa chua 1 muỗng, Nước cốt hành tím, Cọng ngò rí, Hành tỏi băm, Tiêu, nước mắm, tương ớt, dầu ăn"
VFR-1046,132,150,"Đậu hũ 1 muỗngiếng 150g, Củ sắn 100g, Khoai tây 100g, Khoai tây 100g, Thính gạo rang 1 muỗng, Nước dừa 1 chén, Đậu phộng rang giã dập, Dầu hành lá, Tỏi ớt băm, nước cốt chanh, Muối, tiêu xay, đường"
VFR-1050,87,500,"Thịt giò heo 500g, Củ cải trắng 200g, Bắp non 100g, Hành tỏi băm 3 muỗng, Ớt sừng 1 trái, Hành lá 2 cây, Gừng cắt sợi 1 muỗng"
VFR-1052,101,150,"Bí đỏ 150g, Tàu hũ ki 50g, Nấm đông cô khô 5 tai, Hành tây 40g, Boaro phi 2 muỗng, Ham chay 200g, Phô mai miếng 4 lát, Bánh mì burger 4 cái, Muối, đường, bột chiên xù, dầu ăn"
VFR-1058,101,600,"Giò heo gân chặt khoanh 600g, Hạt sen 100g, Bạch quả tươi 50g, Nấm hương khô 10g, Củ năng 150g, Nước dừa tươi 500 muỗngl, Nước cốt hành tím 2 muỗng, Hành củ nướng 3 củ, Húng quế, ngò rí, Muối, dầu ăn"
VFR-1060,102,500,"Sườn non thịt dày 500g, Hành tây 1/2 trái, Ớt sừng 1 trái, Ngò gai 2 cây, Tỏi củ 1 củ to, Nước cốt hành tỏi 2 muỗng"
VFR-1063,4076,2000,"Vịt 1/2 con khoảng 1, 2kg, Sả cây 3 cây, Lá chúc cắt nhỏ 1 muỗng, Mật ong 2 muỗng, Nước cốt tắc 2 muỗng, Vỏ tắc băm 2 trái, Hành tỏi băm 2 muỗng, Nước sả 2 muỗng, Ớt hiểm băm 1 muỗng"
VFR-1066,132,150,"Sườn chay đã ngâm 150g, Nấm đùi gà 1 cái, Chả lụa chay 100g, Củ sắn 200g, Bánh hỏi 200g, Rau rừng các loại 500g, Nước dừa tươi 1 chén, Ớt sừng cắt sợi 1 quả, Hẹ lá cắt nhỏ 1/2 chén, Bông hẹ chần 12 cọng, Boa-ro băm, ớt băm, Đậu phộng rang giã bể, Muối, đường, tiêu, dầu hào chay, dầu ăn"
VFR-1070,34,200,"Bánh tráng bột gạo 4 cái, Bánh tráng bột gạo nướng 4 cái, Thịt heo phần nách 200g, Trứng vịt luộc 4 cái, Thơm băm nhuyễn 1 chén nhỏ, Chả lụa 100g, Nước cốt chanh 1 muỗng, Tỏi băm, ớt băm, hành tím, sả băm"
VFR-1075,49,350,"Cải cầu vồng 1 gói 350g, Cua đồng xay không nêm muối 200g, Giò sống 100g, Nấm linh chi trắng 100g, Đầu hành lá 3 cái, Hành tím băm 1 muỗng"
VFR-1085,79,350,"Cá hố cắt lát 350g, Hành lá 2 cây, Gừng củ 1 củ vừa, Ớt sừng 1 trái, Ớt hiểm 1 trái"
VFR-1093,3020,200,"Gà ta 1/2 con, Đu đủ xanh bào sợi 200g, Xoài xanh 100g, Dưa leo 200g, Cà rốt 100g, Ớt sưng cắt sợi 1 trái, Nước dừa tươi 1 chén"
VFR-1095,123,300,"Bắp bào mỏng 300g, Sữa tươi không đường 100g, Nước cốt dừa lon 100g, Lá dứa 2 lá, Khoai lang tím 1 củ nhỏ, Nước bột năng 2 muỗng"
VFR-1101,78,100,"Tôm đất 100g, Mực lá 100g, Bí ngòi 50g, Cà rốt 25g, Kim chi 100g, Tiêu, dầu ăn, Ngò rí, tỏi ớt băm"
VFR-1105,101,30,"Sườn chay khô 30g, Nấm đùi gà 50g, Nấm hương khô 20g, Nấm linh chi nâu 50g, Tiêu xanh 3 nhánh, Bắp mỹ 1/2 trái, Ngò rí 50g, Dừa tươi 1 trái, Ớt sừng 1 trái, Hành boaro 1 nhánh"
VFR-1108,40,200,"Củ sen bào vỏ 200g, Chả cá basa 100g, Giò sống 100g, Cọng ngò băm 1 muỗng, Ớt sừng băm 1 muỗng, Đầu hành lá băm 1 muỗng, Bột xù 1 gói"
VFR-1109,38,1000,"Cá rô phi 1 con 1kg, Hành tím băm 3 muỗng, Hạt mắc khén 2 muỗng, Húng lủi cắt nhỏ 2 muỗng, Húng quế cắt nhỏ 2 muỗng, Sả băm 2 muỗng, Ớt sừng bỏ hạt, cắt nhỏ 1 quả"
VFR-1111,125,50,"Tôm sú 20-30 4 con, Sả cây 2 cây, Dâu tây 2 quả, Nước cốt chanh dây 1 muỗng, Xà lách xoăn 2 lá, Bắp cải tím cắt sợi 50g, Sữa đặc có đường 1 muỗng"
VFR-1113,33,600,"Mực ống 6 con 600g, Tôm sú 100g, Giò sống 100g, Hạnh nhân cắt lát 200g, Ớt sừng băm 1 muỗng, Nấm mèo băm nhỏ 1 muỗng, Trứng gà 2 quả, Bột mì, trứng gà, ngò rí băm"
VFR-1117,1106162,150,"Cá cơm loại cá nhỏ 150g, Trứng gà ta 1 trứng, Bông hẹ 50g, Bông điên điển 50g, Me vắt 100g, Tỏi băm 1 muỗng, Ớt hiểm 1 trái, Hành tây 1/4 củ"
VFR-1123,33,250,"Mực lá dày 250g, Râu mực 1 cái, Giò sống 100g, Mỡ gáy 20g, Bắp non 50g, Trứng gà 1 quả, Bánh mì sandwich lạt 5 lát, Bột xù 2 muỗng, Cà chua bi, ớt sừng băm, thì là, ngò rí"
VFR-1132,2,30,"Đùi gà góc 4 2 cái, Lá dứa thắt gút 2 cái, Nước gừng 30g, Nước cốt tỏi 1 muỗng, Gừng lát 2 lát, Mỡ gà 100g, Cơm trắng 4 chén, Tỏi băm 1 muỗng"
VFR-1140,3018,30,"Bắp Mỹ 1 trái, Bắp nếp 1 trái, Xúc xích xông khói 1 cây, Tôm khô 30g, Lòng đỏ trứng muối 3 quả, Hành lá cắt nhỏ 3 muỗng, Bơ margarine 1 muỗng, Đậu cô ve Nhật 100g, Đầu hành lá băm 2 muỗng, Ớt đỏ 1 muỗng"
VFR-1181,4071,300,Lươn 300Gr
VFR-1181,93,300,Mướp hương 300Gr
VFR-1181,79,10,Hành lá 10Gr
VFR-1181,151,5,Tỏi 5Gr
VFR-1216,86,100,Cà rốt 100gr
VFR-1216,111,100,Thơm 100gr
VFR-1216,95,100,Dưa leo 100gr
VFR-1216,102,50,Hành tây 50gr
VFR-1328,101,200,Chân nấm hương khô 200gr
VFR-1330,121,1500,Chanh giấy 1.5kg
VFR-1330,1106224,800,Muối hột 800gr
VFR-1333,95,150,Dưa leo 150gr
VFR-1333,86,100,Cà rốt 100gr
VFR-1333,87,100,Củ cải trắng 100gr
VFR-1333,1106224,23,Muối 23gr
VFR-1333,149,40,Đường trắng 40gr
VFR-1336,134,500,Hạt điều nguyên hạt 500gr
VFR-1336,4109,350,Đường cát 350gr
VFR-1336,1106224,10,Muối 10gr
VFR-1442,3014,1000,Cà pháo 1kg
VFR-1442,152,20,Gừng 20gr
VFR-1442,151,20,Tỏi 20gr
VFR-1531,121,1000,Chanh leo 1kg
VFR-1536,101,150,Chân nấm hương 150gr
VFR-1544,79,400,"Hào sữa 400gr, Nấm rơm 150gr, Gạo tẻ 200gr, Gạo nếp 1 nắm nhỏ, Hành lá, ngò, rau răm, giá, Hành tím, tỏi, ớt"
VFR-1546,87,500,"Chả cá Nha Trang chiên 500gr, Sườn heo 500gr, Bánh canh bột gạo 500gr, Củ cải trắng, cà rốt, Giá, hành ngò, hành tím"
VFR-1563,134,600,"Vỏ bánh, Bột mì số 8 600gr, Nước đường 400gr, Dầu ăn 100gr, Bơ đậu phộng 20gr, Bột sữa trứng lion 40gr, Nhân bánh, Hạt điều, hạt dưa, hạt bí, mứt chanh, mứt gừng 100gr mỗi loại, Mứt tắc, chà bông gà, bột bánh dẻo hạt sen, mỡ gáy đường 100gr mỗi loại, Mè trắng, jambon, lạp xưởng 200gr mỗi loại, Gà quay 300gr"
VFR-1588,135,500,Hạt sen già 500gr
VFR-1588,1106224,70,Muối hột 70gr
VFR-1665,121,500,"500 gr cá chễm phi Lê, 3 trái chanh dây, 50 gr bơ nhạt, 10 gr bột năng"
VFR-1667,3016,1000,"1 kg bún gạo khô, 500g cải bắp, Củ cà rốt, cải thìa cải ngọt, hẹ, tùy theo sở thích"
VFR-1700,122,1000,"Nạm bò 1 kg, Sả cây 200gr, Sate tôm 1 hủ, Thơm 1/2 quả, Cà rốt 2 củ, Nước dừa 1.5 lít, Gia vị bò kho 1 gói, Hành tím 5 củ, Cà chua chin 3 qủa"
VFR-1736,102,1000,"500gram xương vụn nhớ là xương vụn đừng mua xương thịt, 1 kg chả cá Thu, 1 củ hành tây, hành, ngò, hành phi"
VFR-1740,79,1000,"1 kg cá hú, 4-6 trái bần chín bần già, đầu hành lá, hành tím, tỏi băm để ướp cá"
VFR-1798,12,500,"Thịt bò 500gr, 2 củ khoai tây, 1 củ cà rốt, 1 quả cà chua, Rau mùi 100gr"
VFR-1850,119,1000,"bơ: 1kg, cốt dừa 1 lọ 400 muỗngl, bột năng 6 thìa, sữa đặc 6 thìa, sữa tươi không đường 1/2 túi, 1/2 bát con lạc rang giã nát"
VFR-1868,55,200,200gr đậu hũ non
VFR-1872,98,300,Cà tím 300 Gr
VFR-1872,85,200,Cà chua 200 Gr
VFR-1895,152,250,Gừng 250 Gr
VFR-1895,149,200,Đường trắng 200 Gr
VFR-1911,96,150,Đậu que 150 Gr
VFR-1911,86,50,Cà rốt 50 Gr
VFR-1911,151,3,Tỏi 3 Gr
VFR-1911,101,5,Hạt nêm chay Knorr Nấm hương 5 Gr
VFR-1913,96,200,Đậu que 200 Gr
VFR-1913,101,10,Hạt nêm chay Knorr Nấm hương 10 Gr
VFR-1924,86,100,Cà rốt 100 Gr
VFR-1924,101,5,Nấm đông cô 5 Gr
VFR-1924,148,3,Dầu hào 3 Gr
VFR-1924,101,3,Hạt nêm chay Knorr Nấm hương 3 Gr
VFR-1952,97,200,Đậu bắp 200 Gr
VFR-1959,91,700,Bí đỏ 700 Gr
VFR-1959,136,200,Nước cốt dừa 200 Gr
VFR-1959,101,5,Hạt nêm chay Knorr Nấm hương 5 Gr
VFR-1959,149,15,Đường trắng 15 Gr
VFR-1959,1106224,5,Muối 5 Gr
VFR-1971,4022,300,Măng tây 300 Gr
VFR-1971,86,100,Cà rốt baby 100 Gr
VFR-1971,101,200,Nấm hương 200 Gr
VFR-1972,152,1000,Gừng 1 Kg
VFR-1972,149,2000,Đường trắng 1/2 Kg
VFR-1995,3016,500,Cải thìa 500 Gr
VFR-1996,79,50,Hành lá 50 Gr
VFR-1996,101,5,Hạt nêm chay Knorr Nấm hương 5 Gr
VFR-1996,55,100,Đậu hũ chiên 100 Gr
VFR-2053,4025,500,Ngó sen 500 Gr
VFR-2073,149,300,Đường trắng 300 Gr
VFR-2082,70,200,Cải thảo 200 Gr
VFR-2082,101,20,Nấm hương 20 Gr
VFR-2106,12,500,Khoai tây 500 Gr
VFR-2106,86,200,Cà rốt 200 Gr
VFR-2106,85,150,Cà chua 150 Gr
VFR-2106,82,50,Thì là 50 Gr
VFR-2114,1106224,250,Muối hột 250 Gr
VFR-2175,111,400,Thơm 400 Gr
VFR-2175,152,200,Gừng 200 Gr
VFR-2175,149,150,Đường trắng 150 Gr
VFR-2178,3019,500,Đậu đũa 500 Gr
VFR-2178,1106224,10,Muối 10 Gr
VFR-2199,94,400,Khổ qua 400 Gr
VFR-2200,3016,100,Cải thìa 100 Gr
VFR-2200,101,5,Hạt nêm chay Knorr Nấm hương 5 Gr
VFR-2204,3016,300,Cải thìa 300 Gr
VFR-2294,58,100,Đậu xanh 100 Gr
VFR-2294,1106224,1,Muối 1 Gr
VFR-2295,87,300,Củ cải trắng 300 Gr
VFR-2309,91,300,Bí đỏ 300 Gr
VFR-2309,59,100,Đậu đen 100 Gr
VFR-2309,1105898,100,Gạo nếp 100 Gr
VFR-2309,149,150,Đường trắng 150 Gr
VFR-2328,52,1500,Nghêu 1.50 Kg
VFR-2329,99,500,Măng tươi 500 Gr
VFR-2329,3023,30,Lá lốt 30 Gr
VFR-2476,97,250,Đậu bắp 250 Gr
VFR-2491,91,150,Bí đỏ 150 Gr
VFR-2491,16,40,Bột mì 40 Gr
VFR-2491,149,5,Đường trắng 5 Gr
VFR-2504,1,500,Gạo tẻ 500 Gr
VFR-2549,87,800,Củ cải trắng 800 Gr
VFR-2549,86,200,Cà rốt 200 Gr
VFR-2549,149,200,Đường trắng 200 Gr
VFR-2621,115,1000,Ổi 1 Kg
VFR-2621,149,300,Đường trắng 300 Gr
VFR-2640,4030,1000,Dâu tây 1 Kg
VFR-2640,149,400,Đường trắng 400 Gr
VFR-2749,16,300,Bột mì 300 Gr
VFR-2749,119,20,Bơ 20 Gr
VFR-2749,149,15,Đường trắng 15 Gr
VFR-2749,1106224,4,Muối 4 Gr
VFR-2752,4,1000,Bún tươi 1 Kg
VFR-2752,99,300,Măng tươi 300 Gr
VFR-2752,4,1000,Bún tươi 1 Kg
VFR-2786,32,200,Xúc xích Deli Sumo Le Gourmet 200 Gr
VFR-2790,24,500,Thịt gà 500 Gr
VFR-2833,91,500,Bí đỏ 500 Gr
VFR-2841,3006,200,Khoai sọ 200 Gr
VFR-2841,16,150,Bột mì 150 Gr
VFR-2841,149,30,Đường trắng 30 Gr
VFR-2841,1106224,1,Muối 1 Gr
VFR-2841,60,15,Bột đậu đỏ 15 Gr
VFR-2858,119,70,Bơ 70 Gr
VFR-2858,16,105,Bột mì 105 Gr
VFR-2858,1106224,2,Muối 1/2 Gr
VFR-2863,99,400,Măng tươi 400 Gr
VFR-2863,132,50,Lạc rang 50 Gr
VFR-2863,133,50,Vừng trắng 50 Gr
VFR-2899,1106224,150,Muối 150 Gr
VFR-2901,11,1000,Khoai lang 1 Kg
VFR-2959,149,300,Đường trắng 300 Gr
VFR-2967,3016,500,Cải thìa 500 Gr
VFR-3024,11,800,Khoai lang 800 Gr
VFR-3024,58,100,Đậu xanh không vỏ 100 Gr
VFR-3024,149,100,Đường trắng 100 Gr
VFR-3025,11,400,Khoai lang 400 Gr
VFR-3025,58,100,Đậu xanh không vỏ 100 Gr
VFR-3025,149,100,Đường trắng 100 Gr
VFR-3077,134,250,Hạt điều 250 Gr
VFR-3114,87,300,Củ cải trắng 300 Gr
VFR-3114,86,200,Cà rốt 200 Gr
VFR-3114,149,200,Đường trắng 200 Gr
VFR-3168,1105898,1500,Gạo nếp 1.50 Kg
VFR-3168,58,500,Đậu xanh 500 Gr
VFR-3211,106,300,Vỏ bưởi tươi 300 Gr
VFR-3211,149,400,Đường trắng 400 Gr
VFR-3211,1106224,100,Muối 100 Gr
VFR-3264,16,300,Bột mì 300 Gr
VFR-3264,79,100,Hành lá 100 Gr
VFR-3419,16,300,Bột mì 300 Gr
VFR-3419,126,125,Sữa chua 125 Gr
VFR-3419,33,75,Trứng gà 75 Gr
VFR-3419,149,45,Đường trắng 45 Gr
VFR-3419,1106224,3,Muối 3 Gr
VFR-3439,11,150,Khoai lang 150 Gr
VFR-3439,16,400,Bột mì 400 Gr
VFR-3439,149,30,Đường trắng 30 Gr
VFR-3466,60,350,Đậu đỏ 350 Gr
VFR-3466,149,30,Đường trắng 30 Gr
VFR-3466,16,700,Bột mì 700 Gr
VFR-3466,119,15,Bơ 15 Gr
VFR-3485,16,500,Bột mì 500 Gr
VFR-3485,60,300,Nhân đậu đỏ 300 Gr
VFR-3485,91,250,Bí đỏ 250 Gr
VFR-3485,149,30,Đường trắng 30 Gr
VFR-3488,55,1000,Tàu hũ ky 1 Kg
VFR-3528,79,2000,Hành lá 2 Kg
VFR-3532,42,500,Cá ngừ 500 Gr
VFR-3532,111,200,Thơm 200 Gr
VFR-3532,85,200,Cà chua 200 Gr
VFR-3532,4,500,Bún tươi 500 Gr
VFR-3532,76,100,Xà lách 100 Gr
VFR-3532,62,100,Giá đỗ 100 Gr
VFR-3532,79,20,Hành lá 20 Gr
VFR-3594,149,50,Đường trắng 50 Gr
VFR-3597,11,2000,Khoai lang 2 Kg
VFR-3666,152,1000,Gừng 1 Kg
VFR-3666,149,300,Đường trắng 300 Gr
VFR-3699,3026,300,Rau bí 300 Gr
VFR-3724,52,300,Nghêu 300 Gr
VFR-3724,65,200,Rau muống 200 Gr
VFR-3795,4030,900,Dâu tây 900 Gr
VFR-3795,149,800,Đường trắng 800 Gr
VFR-3823,149,380,Đường trắng 380 Gr
VFR-3865,16,300,Bột mì 300 Gr
VFR-3865,1106224,3,Muối 3 Gr
VFR-3865,149,10,Đường trắng 10 Gr
VFR-3971,11,450,Khoai lang 450 Gr
