id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
1106084,Lòng lợn (ruột non),lòng heo (ruột non),,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07047, tr.84 - PDF thieu: na_mg, k_mg",FALSE
1106091,Tiết bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07058, tr.84 - PDF thieu: na_mg, k_mg",FALSE
1106093,Tiết lợn sống,tiết heo sống,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07060, tr.84 - PDF thieu: na_mg, k_mg",FALSE
1106094,Tủy xương bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07061, tr.84 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106095,Tủy xương lợn,tủy xương heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07062, tr.86 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106097,Chả quế lợn,chả quế heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07065, tr.86 - PDF thieu: na_mg, k_mg",FALSE
1106098,Dăm bông lợn,dăm bông heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07066, tr.86 - PDF thieu: na_mg, k_mg",FALSE
1106099,Dồi lợn,dồi heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07067, tr.86 - PDF thieu: na_mg, k_mg",FALSE
1106100,Giò bò,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07068, tr.86 - PDF thieu: na_mg, k_mg",FALSE
1106101,Giò thủ lợn,giò thủ heo,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07070, tr.86 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106102,Lạp xường,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07071, tr.86 - PDF thieu: na_mg, k_mg",FALSE
1106103,Thịt trâu khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07076, tr.88 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106104,Bột cóc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07078, tr.88 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106105,Châu chấu,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07079, tr.88 - PDF thieu: na_mg, k_mg",FALSE
1106107,Nhộng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07081, tr.88 - PDF thieu: na_mg, k_mg",FALSE
1106109,"Thịt lợn, nạc vai","thịt heo, nạc vai",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07083, tr.88 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106110,"Thịt lợn, nạc mông","thịt heo, nạc mông",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07084, tr.88 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106111,"Thịt lợn, nạc thăn","thịt heo, nạc thăn",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07085, tr.88 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106112,"Thịt lợn nửa nạc, nửa mỡ, nướng","thịt heo nửa nạc, nửa mỡ, nướng",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07086, tr.88 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106113,"Thịt gà công nghiệp, cánh",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07087, tr.88 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106114,"Thịt gà công nghiệp, đùi",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07088, tr.90 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106115,"Thịt gà công nghiệp, lườn",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07089, tr.90 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106116,Thịt ngan,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07090, tr.90 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106117,Chả lá lốt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 07091, tr.90 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106118,Cá chày,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08002, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106119,Cá dưa,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08004, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106120,Cá dầu,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08005, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106121,Cá đao,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08007, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106122,Cá đé,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08008, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106123,Cá đồng tiền,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08010, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106124,"Cá khô (chim, thu, nụ, đé)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08012, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106125,Cá lác,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08013, tr.94 - PDF thieu: na_mg, k_mg",FALSE
1106126,Cá mòi (cá sardin),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08015, tr.96 - PDF thieu: k_mg",FALSE
1106127,Cá mỡ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08016, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106128,Cá mối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08017, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106129,Cá nạc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08018, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106130,Cá phèn,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08021, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106131,Cá rô đồng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08023, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106132,Cá thờn bơn,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08025, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106134,Cá trạch,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08028, tr.96 - PDF thieu: na_mg, k_mg",FALSE
1106138,Hải sâm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08036, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106140,Ốc bươu,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08041, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106141,Ốc đá,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08042, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106142,Ốc vặn,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08044, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106143,"Rạm (muối, đồ)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08045, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106144,Rạm tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08046, tr.98 - PDF thieu: na_mg, k_mg",FALSE
1106145,Rươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08047, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106146,Tép gạo,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08049, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106147,Tép khô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08050, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106150,Bánh phồng tôm rán,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08055, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106152,Bột cá,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08057, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106153,Ruốc cá quả,ruốc cá lóc|ruốc cá chuối,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08058, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106154,Ruốc tôm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08059, tr.100 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106155,Cá chim,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08060, tr.100 - PDF thieu: na_mg, k_mg",FALSE
1106156,Cá chim trắng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08061, tr.102 - PDF thieu: na_mg, k_mg",FALSE
1106157,Cá điêu hồng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08062, tr.102 - PDF thieu: na_mg, k_mg",FALSE
1106158,"Cá basa, phi lê",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08063, tr.102 - PDF thieu: na_mg, k_mg",FALSE
1106159,Chả cá basa,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08064, tr.102 - PDF thieu: na_mg, k_mg",FALSE
1106160,Con trùng trục,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08065, tr.102 - PDF thieu: na_mg, k_mg",FALSE
1106161,Ngao biển trắng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 08066, tr.102 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106163,Lòng đỏ trứng vịt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 09005, tr.106 - PDF thieu: na_mg, k_mg",FALSE
1106164,Lòng trắng trứng vịt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 09006, tr.106 - PDF thieu: na_mg, k_mg",FALSE
1106166,Trứng cá,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 09008, tr.106 - PDF thieu: na_mg, k_mg",FALSE
1106168,Bột trứng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 09011, tr.106 - PDF thieu: na_mg, k_mg",FALSE
1106169,Trứng gà công nghiệp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 09012, tr.106 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106174,Chuối nước đường,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11001, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106177,Lạc chao dầu,đậu phộng chao dầu,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11004, tr.114 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106178,Mắc coọc nước đường,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11005, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106180,Mứt bí ngô,mứt bí đỏ,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11007, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106181,Mứt cam có vỏ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11008, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106182,Mứt chuối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11009, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106183,Mứt dứa,mứt thơm|mứt khóm,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11010, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106184,Mứt đu đủ,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11011, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106185,Nhãn nước đường,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11012, tr.114 - PDF thieu: na_mg, k_mg",FALSE
1106187,Vải nước đường,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11014, tr.116 - PDF thieu: na_mg, k_mg",FALSE
1106188,Cá thu hộp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11015, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106189,Cá trích hộp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11016, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106190,Thịt bò hộp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11017, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106191,Thịt gà hộp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11018, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106192,Thịt lợn hộp,thịt heo hộp,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11019, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106193,"Thịt lợn, thịt bò xay hộp","thịt heo, thịt bò xay hộp",,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11020, tr.116 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106194,Thịt vịt hầm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 11021, tr.116 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106195,Bánh bích cốt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12001, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106196,Bánh bích quy,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12002, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106197,Bánh chả,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12003, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106198,Bánh con cá,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12004, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106199,Bánh đậu xanh,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12005, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106200,Bánh kem xốp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12006, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106201,Bánh khảo chay,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12007, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106202,Bánh quế,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12008, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106203,Bánh sô cô la,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12009, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106204,Bánh thỏi sô cô la,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12010, tr.120 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106205,Bánh trứng nhện,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12011, tr.120 - PDF thieu: na_mg, k_mg",FALSE
1106207,Đường kính,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12014, tr.122 - PDF thieu: fiber_g",FALSE
1106208,Kẹo bơ cứng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12015, tr.122 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106209,Kẹo cà phê,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12016, tr.122 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106210,Kẹo cam chanh,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12017, tr.122 - PDF thieu: na_mg, k_mg",FALSE
1106211,Kẹo dừa mềm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12018, tr.122 - PDF thieu: na_mg, k_mg",FALSE
1106212,Kẹo dứa mềm,kẹo thơm mềm|kẹo khóm mềm,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12019, tr.122 - PDF thieu: na_mg, k_mg",FALSE
1106213,Kẹo lạc,kẹo đậu phộng,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12020, tr.122 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106214,Kẹo Pastille (kẹo ngậm bạc hà),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12021, tr.122 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106215,Kẹo sô cô la,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12022, tr.122 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106216,Kẹo sữa,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12023, tr.122 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106217,Kẹo vừng viên,kẹo mè viên,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12024, tr.122 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106218,Mạch nha,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12025, tr.122 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106219,Mứt lạc,mứt đậu phộng,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 12027, tr.122 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106220,Cary bột,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13001, tr.126 - PDF thieu: na_mg, k_mg",FALSE
1106221,Gừng khô (bột),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13002, tr.126 - PDF thieu: fiber_g",FALSE
1106225,"Nghệ khô, bột",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13006, tr.126 - PDF thieu: fiber_g",FALSE
1106227,ớt khô bột,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13008, tr.126 - PDF thieu: na_mg, k_mg",FALSE
1106228,Riềng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13009, tr.126 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106230,Mắm tôm đặc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13011, tr.126 - PDF thieu: fiber_g, p_mg",FALSE
1106231,Mắm tôm loãng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13012, tr.126 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106232,Mắm tép chua,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13013, tr.126 - PDF thieu: fiber_g, p_mg",FALSE
1106233,Nước mắm cá (loại đặc biệt),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13014, tr.128 - PDF thieu: fiber_g, na_mg, k_mg",FALSE
1106234,Nước mắm loại I,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13015, tr.128 - PDF thieu: na_mg, k_mg",FALSE
1106235,Nước mắm loại II,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13016, tr.128 - PDF thieu: na_mg, k_mg",FALSE
1106237,Nước mắm cô,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13018, tr.128 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106238,Tương ngô,tương bắp,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13019, tr.128 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106239,Tương nếp,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 13020, tr.128 - PDF thieu: fiber_g, na_mg, k_mg, p_mg",FALSE
1106242,Cô nhắc (cồn 32 g),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14002, tr.132 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106243,Cốc tain (cồn 13 g),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14003, tr.132 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106244,Coca cola,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14004, tr.132 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106245,Nước cam tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14005, tr.132 - PDF thieu: fiber_g",FALSE
1106246,Nước dừa non tươi,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14006, tr.132 - PDF thieu: na_mg, k_mg",FALSE
1106248,Nước khoáng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14008, tr.132 - PDF thieu: na_mg, k_mg",FALSE
1106250,"Rượu cam, chanh (cồn 24,2 g)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14010, tr.132 - PDF thieu: na_mg, k_mg, p_mg",FALSE
1106251,Rượu nếp (80g/ 24 ml) (cồn 5 g),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14011, tr.132 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106252,Rượu trắng (cồn 39 g),,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14012, tr.132 - PDF thieu: protein_g, fat_g, na_mg, k_mg, p_mg",FALSE
1106253,"Rượu vang đỏ (cồn 9,5 g)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14013, tr.134 - PDF thieu: fat_g, na_mg, k_mg",FALSE
1106256,"Rượu Whisky (cồn 35,2 g)",,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 14016, tr.134 - PDF thieu: fat_g, na_mg, k_mg, p_mg",FALSE
1106257,Bánh bao chiên có nhân,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15001, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106258,Bánh bèo,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15002, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106259,Bánh bột lọc,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15003, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106260,Bánh chay,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15004, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106261,Bánh chín tầng mây,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15005, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106262,Bánh chưng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15006, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106263,Bánh chuối,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15007, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106264,Bánh cốm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15008, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106265,Bánh cuốn nóng nhân thịt,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15010, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106266,Bánh dẻo nhân thập cẩm,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15011, tr.138 - PDF thieu: na_mg, k_mg",FALSE
1106267,Bánh dẻo nhân trứng,,,,,,,,,,,,,,,,,,,"[CHUA DU LIEU - can DAT-13] NIN 2017, ma 15012, tr.138 - PDF thieu: na_mg, k_mg",FALSE
